onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.021	2.003	12.000	2.000	in_stim	iaps	5510	5.15	2.82
14.024	2.005	14.000	2.000	in_prep	n/a	n/a	n/a	n/a
16.029	8.004	16.000	8.000	in_feel	n/a	n/a	n/a	n/a
26.412	2.004	26.404	2.000	ex_stim	iaps	4598	6.33	5.53
31.613	2.003	31.615	2.000	ex_stim	iaps	2040	8.17	4.64
36.141	1.971	36.117	2.000	in_stim	iaps	8033	6.66	5.01
38.112	2.003	38.117	2.000	in_prep	n/a	n/a	n/a	n/a
40.115	8.027	40.117	8.000	in_feel	n/a	n/a	n/a	n/a
52.117	2.005	52.116	2.000	in_stim	iaps	7283	5.5	3.81
54.122	2.003	54.116	2.000	in_prep	n/a	n/a	n/a	n/a
56.125	7.997	56.116	8.000	in_feel	n/a	n/a	n/a	n/a
69.192	1.974	69.162	2.000	ex_stim	iaps	7492	7.41	4.91
75.848	2.001	75.828	2.000	ex_stim	iaps	5950	5.99	6.79
82.328	2.004	82.314	2.000	ex_stim	iaps	4597	6.95	5.91
87.082	2.002	87.072	2.000	ex_stim	iaps	5010	7.14	3
92.792	2.000	92.767	2.000	ex_stim	iaps	2095	1.79	5.25
100.609	2.006	100.586	2.000	ex_stim	iaps	8158	6.53	6.49
105.164	1.983	105.126	2.000	in_stim	iaps	3063	1.49	6.35
107.147	1.991	107.126	2.000	in_prep	n/a	n/a	n/a	n/a
109.138	8.005	109.126	8.000	in_feel	n/a	n/a	n/a	n/a
121.384	2.005	121.364	2.000	ex_stim	iaps	2217	6.24	4.08
125.576	2.002	125.555	2.000	in_stim	iaps	9322	2.24	5.73
127.578	2.005	127.555	2.000	in_prep	n/a	n/a	n/a	n/a
129.583	8.008	129.555	8.000	in_feel	n/a	n/a	n/a	n/a
140.345	2.005	140.337	2.000	ex_stim	iaps	2352	6.94	4.99
146.381	2.004	146.371	2.000	ex_stim	iaps	8190	8.1	6.28
152.092	2.005	152.067	2.000	ex_stim	iaps	1301	3.7	5.77
159.808	2.003	159.784	2.000	ex_stim	iaps	9415	2.82	4.91
166.225	2.022	166.213	2.000	ex_stim	iaps	9184	2.47	5.75
171.741	2.021	171.736	2.000	ex_stim	iaps	5760	8.05	3.22
176.003	1.999	175.971	2.000	ex_stim	iaps	1620	7.37	3.54
182.172	2.002	182.144	2.000	ex_stim	iaps	5833	8.22	5.71
188.290	1.972	188.249	2.000	ex_stim	iaps	6550	2.73	7.09
195.856	2.001	195.835	2.000	ex_stim	iaps	5395	5.34	4.23
202.813	2.003	202.775	2.000	ex_stim	iaps	8200	7.54	6.35
209.191	1.990	209.164	2.000	ex_stim	iaps	3102	1.4	6.58
216.617	2.005	216.586	2.000	ex_stim	iaps	6563	1.77	6.85
221.033	2.004	220.992	2.000	in_stim	iaps	7010	4.94	1.76
223.037	2.005	222.992	2.000	in_prep	n/a	n/a	n/a	n/a
225.042	7.999	224.992	8.000	in_feel	n/a	n/a	n/a	n/a
237.253	2.002	237.216	2.000	ex_stim	iaps	2222	7.11	4.08
242.442	2.000	242.427	2.000	in_stim	iaps	8341	6.25	6.4
244.442	2.004	244.427	2.000	in_prep	n/a	n/a	n/a	n/a
246.446	8.015	246.427	8.000	in_feel	n/a	n/a	n/a	n/a
260.222	2.000	260.175	2.000	ex_stim	iaps	9220	2.06	4
265.881	2.000	265.853	2.000	in_stim	iaps	9145	3.2	5.05
267.881	2.002	267.853	2.000	in_prep	n/a	n/a	n/a	n/a
269.883	8.004	269.853	8.000	in_feel	n/a	n/a	n/a	n/a
279.991	2.002	279.955	2.000	ex_stim	iaps	4490	6.27	6.06
284.914	2.002	284.898	2.000	in_stim	iaps	9402	4.48	5.07
286.916	2.006	286.898	2.000	in_prep	n/a	n/a	n/a	n/a
288.922	7.997	288.898	8.000	in_feel	n/a	n/a	n/a	n/a
301.941	1.970	301.894	2.000	in_stim	iaps	6231	2.49	6.82
303.911	2.002	303.894	2.000	in_prep	n/a	n/a	n/a	n/a
305.913	8.019	305.894	8.000	in_feel	n/a	n/a	n/a	n/a
319.502	2.003	319.474	2.000	ex_stim	iaps	5020	6.32	2.63
326.421	2.003	326.397	2.000	ex_stim	iaps	4235	5.39	5.29
331.586	2.004	331.547	2.000	ex_stim	iaps	8186	7.01	6.84
338.740	2.002	338.720	2.000	ex_stim	iaps	7217	4.82	2.43
343.657	2.006	343.632	2.000	ex_stim	iaps	9102	3.34	4.84
349.842	2.003	349.818	2.000	ex_stim	iaps	3000	1.45	7.26
355.177	1.983	355.137	2.000	ex_stim	iaps	2271	4.2	3.74
361.871	2.002	361.825	2.000	ex_stim	iaps	1333	6.11	3.17
368.671	1.972	368.623	2.000	in_stim	iaps	4668	6.67	7.13
370.643	2.000	370.623	2.000	in_prep	n/a	n/a	n/a	n/a
372.643	8.005	372.623	8.000	in_feel	n/a	n/a	n/a	n/a
384.959	2.003	384.920	2.000	ex_stim	iaps	9426	3.08	5.28
391.754	2.001	391.717	2.000	ex_stim	iaps	9700	4.77	3.21
399.369	2.003	399.326	2.000	in_stim	iaps	4008	5.91	5.66
401.372	2.003	401.326	2.000	in_prep	n/a	n/a	n/a	n/a
403.375	7.979	403.326	8.000	in_feel	n/a	n/a	n/a	n/a
415.324	2.001	415.285	2.000	ex_stim	iaps	4649	5.77	5.99
420.379	2.006	420.343	2.000	ex_stim	iaps	2302	6.43	3.64
427.162	1.987	427.098	2.000	in_stim	iaps	2320	6.17	2.9
429.149	2.000	429.098	2.000	in_prep	n/a	n/a	n/a	n/a
431.149	8.009	431.098	8.000	in_feel	n/a	n/a	n/a	n/a
444.501	2.005	444.451	2.000	ex_stim	iaps	8231	3.77	5.24
452.381	2.002	452.347	2.000	ex_stim	iaps	4220	8.02	7.17
459.885	2.002	459.843	2.000	ex_stim	iaps	2795	3.92	4.7
465.446	2.014	465.397	2.000	in_stim	iaps	9000	2.55	4.06
467.460	2.008	467.397	2.000	in_prep	n/a	n/a	n/a	n/a
469.468	7.970	469.397	8.000	in_feel	n/a	n/a	n/a	n/a
479.708	2.006	479.671	2.000	in_stim	iaps	4470	5.87	4.81
481.714	2.004	481.671	2.000	in_prep	n/a	n/a	n/a	n/a
483.718	7.983	483.671	8.000	in_feel	n/a	n/a	n/a	n/a
496.075	2.005	496.026	2.000	ex_stim	iaps	7480	7.08	4.55
502.732	2.005	502.690	2.000	ex_stim	iaps	7224	4.45	2.81
507.823	2.001	507.765	2.000	ex_stim	iaps	1810	6.52	4.45
514.339	1.999	514.298	2.000	ex_stim	iaps	9390	3.67	4.14
521.444	2.003	521.400	2.000	ex_stim	iaps	8030	7.33	7.35
