onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.031	1.969	12.000	2.000	ex_stim	iaps	1750	8.28	4.1
16.380	2.004	16.368	2.000	ex_stim	iaps	5982	7.61	4.51
21.303	2.004	21.297	2.000	in_stim	iaps	2210	4.38	3.56
23.307	2.002	23.297	2.000	in_prep	n/a	n/a	n/a	n/a
25.309	7.996	25.297	8.000	in_feel	n/a	n/a	n/a	n/a
35.554	2.003	35.528	2.000	in_stim	iaps	1630	7.26	4.45
37.557	2.004	37.528	2.000	in_prep	n/a	n/a	n/a	n/a
39.561	7.987	39.528	8.000	in_feel	n/a	n/a	n/a	n/a
52.741	2.004	52.726	2.000	ex_stim	iaps	2540	7.63	3.97
58.546	2.001	58.518	2.000	ex_stim	iaps	9120	3.2	5.77
62.823	1.969	62.784	2.000	ex_stim	iaps	4641	7.2	5.43
70.721	1.969	70.686	2.000	ex_stim	iaps	7100	5.24	2.89
75.915	2.004	75.906	2.000	ex_stim	iaps	2520	4.13	4.22
80.771	1.969	80.740	2.000	ex_stim	iaps	1050	3.46	6.87
87.220	1.990	87.202	2.000	in_stim	iaps	5623	7.19	5.67
89.210	2.003	89.202	2.000	in_prep	n/a	n/a	n/a	n/a
91.213	8.004	91.202	8.000	in_feel	n/a	n/a	n/a	n/a
104.378	2.003	104.377	2.000	in_stim	iaps	1710	8.34	5.41
106.381	2.004	106.377	2.000	in_prep	n/a	n/a	n/a	n/a
108.385	8.013	108.377	8.000	in_feel	n/a	n/a	n/a	n/a
121.084	2.004	121.066	2.000	in_stim	iaps	9623	3.04	6.05
123.088	2.005	123.066	2.000	in_prep	n/a	n/a	n/a	n/a
125.093	7.986	125.066	8.000	in_feel	n/a	n/a	n/a	n/a
135.930	2.010	135.927	2.000	ex_stim	iaps	4503	6	4.93
142.654	2.003	142.639	2.000	ex_stim	iaps	9832	2.94	4.46
147.066	1.987	147.055	2.000	ex_stim	iaps	9360	4.03	2.63
153.840	2.004	153.832	2.000	ex_stim	iaps	7175	4.87	1.72
161.080	2.003	161.076	2.000	ex_stim	iaps	4619	6.46	5.09
168.956	2.003	168.939	2.000	ex_stim	iaps	3310	4.37	5.43
176.255	2.002	176.255	2.000	ex_stim	iaps	1022	4.26	6.02
183.790	2.003	183.780	2.000	ex_stim	iaps	2020	5.68	3.34
190.053	2.005	190.061	2.000	ex_stim	iaps	6300	2.59	6.61
197.735	2.004	197.739	2.000	ex_stim	iaps	7211	4.81	4.2
202.150	2.004	202.128	2.000	ex_stim	iaps	9331	2.87	3.85
206.497	2.006	206.496	2.000	ex_stim	iaps	9622	3.1	6.26
213.330	1.971	213.305	2.000	in_stim	iaps	1610	7.82	3.08
215.301	2.017	215.305	2.000	in_prep	n/a	n/a	n/a	n/a
217.318	8.012	217.305	8.000	in_feel	n/a	n/a	n/a	n/a
227.816	2.003	227.816	2.000	ex_stim	iaps	4531	5.81	4.28
234.367	2.002	234.350	2.000	ex_stim	iaps	3250	3.78	6.29
242.276	2.004	242.263	2.000	in_stim	iaps	3170	1.46	7.21
