onset	duration	trial_type	fb_valence	fb_arousal
0.001	41.999	rest	n/a	n/a
42.000	4.001	fb_v_pos	0.000	0.000
46.001	10.000	feel	n/a	n/a
56.001	3.999	fb_v_pos	-0.089	0.120
60.000	10.000	feel	n/a	n/a
70.000	4.002	fb_v_pos	0.040	0.517
74.002	10.000	feel	n/a	n/a
84.002	4.000	fb_v_pos	-0.529	0.009
88.002	9.999	feel	n/a	n/a
98.001	3.999	fb_v_pos	0.166	0.769
102.000	10.001	rest	n/a	n/a
112.001	3.999	fb_a_pos	0.000	0.000
116.000	10.002	feel	n/a	n/a
126.002	4.000	fb_a_pos	0.374	-0.223
130.002	9.998	feel	n/a	n/a
140.000	4.002	fb_a_pos	-0.451	-0.783
144.002	9.999	feel	n/a	n/a
154.001	3.999	fb_a_pos	0.411	-0.406
158.000	10.002	feel	n/a	n/a
168.002	3.999	fb_a_pos	0.980	-0.177
172.001	10.001	rest	n/a	n/a
182.002	3.999	fb_v_neg	0.000	0.000
186.001	10.000	feel	n/a	n/a
196.001	3.999	fb_v_neg	-0.434	-0.926
200.000	10.002	feel	n/a	n/a
210.002	4.000	fb_v_neg	0.486	-0.114
214.002	9.999	feel	n/a	n/a
224.001	4.001	fb_v_neg	0.006	-0.420
228.002	10.000	feel	n/a	n/a
238.002	3.998	fb_v_neg	-0.677	-0.534
242.000	10.001	rest	n/a	n/a
252.001	4.000	fb_a_neg	0.000	0.000
256.001	9.999	feel	n/a	n/a
266.000	4.001	fb_a_neg	0.729	-0.343
270.001	10.001	feel	n/a	n/a
280.002	3.998	fb_a_neg	-0.257	-0.914
284.000	10.001	feel	n/a	n/a
294.001	3.999	fb_a_neg	-0.294	-0.814
298.000	10.000	feel	n/a	n/a
308.000	4.003	fb_a_neg	0.154	-0.197
312.003	10.000	rest	n/a	n/a
322.003	3.998	fb_a_pos	0.000	0.000
326.001	10.000	feel	n/a	n/a
336.001	4.001	fb_a_pos	-0.269	-0.346
340.002	10.000	feel	n/a	n/a
350.002	4.000	fb_a_pos	0.206	-0.877
354.002	10.000	feel	n/a	n/a
364.002	3.999	fb_a_pos	0.380	-0.700
368.001	9.999	feel	n/a	n/a
378.000	4.002	fb_a_pos	0.463	-0.697
382.002	10.000	rest	n/a	n/a
392.002	4.000	fb_v_neg	0.000	0.000
396.002	9.999	feel	n/a	n/a
406.001	3.999	fb_v_neg	0.380	0.186
410.000	10.000	feel	n/a	n/a
420.000	4.002	fb_v_neg	0.303	-0.286
424.002	9.998	feel	n/a	n/a
434.000	4.002	fb_v_neg	-0.180	-0.209
438.002	9.999	feel	n/a	n/a
448.001	3.999	fb_v_neg	-0.117	-0.003
452.000	10.000	rest	n/a	n/a
462.000	4.001	fb_v_pos	0.000	0.000
466.001	10.001	feel	n/a	n/a
476.002	4.000	fb_v_pos	-0.546	-0.617
480.002	10.001	feel	n/a	n/a
490.003	4.000	fb_v_pos	-0.814	0.014
494.003	9.998	feel	n/a	n/a
504.001	4.000	fb_v_pos	-0.903	0.377
508.001	10.001	feel	n/a	n/a
518.002	3.998	fb_v_pos	-0.003	0.457
522.000	10.002	rest	n/a	n/a
532.002	3.999	fb_a_neg	0.000	0.000
536.001	10.001	feel	n/a	n/a
546.002	3.998	fb_a_neg	-0.409	0.523
550.000	10.001	feel	n/a	n/a
560.001	4.001	fb_a_neg	-0.280	0.483
564.002	9.999	feel	n/a	n/a
574.001	4.000	fb_a_neg	-0.177	0.614
578.001	10.000	feel	n/a	n/a
588.001	3.999	fb_a_neg	-0.406	0.500
592.000	28.000	finish	n/a	n/a
