onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.032	1.983	12.000	2.000	in_stim	iaps	5510	5.15	2.82
14.015	1.994	14.000	2.000	in_prep	n/a	n/a	n/a	n/a
16.009	7.999	16.000	8.000	in_feel	n/a	n/a	n/a	n/a
26.424	2.008	26.404	2.000	ex_stim	iaps	4598	6.33	5.53
31.623	1.989	31.615	2.000	ex_stim	iaps	2040	8.17	4.64
36.110	2.011	36.117	2.000	in_stim	iaps	8033	6.66	5.01
38.121	2.000	38.117	2.000	in_prep	n/a	n/a	n/a	n/a
40.121	8.009	40.117	8.000	in_feel	n/a	n/a	n/a	n/a
52.113	2.017	52.116	2.000	in_stim	iaps	7283	5.5	3.81
54.130	2.014	54.116	2.000	in_prep	n/a	n/a	n/a	n/a
56.144	7.976	56.116	8.000	in_feel	n/a	n/a	n/a	n/a
69.164	2.012	69.162	2.000	ex_stim	iaps	7492	7.41	4.91
75.859	1.977	75.828	2.000	ex_stim	iaps	5950	5.99	6.79
82.332	2.010	82.314	2.000	ex_stim	iaps	4597	6.95	5.91
87.084	2.011	87.072	2.000	ex_stim	iaps	5010	7.14	3
92.775	2.011	92.767	2.000	ex_stim	iaps	2095	1.79	5.25
100.601	2.011	100.586	2.000	ex_stim	iaps	8158	6.53	6.49
105.154	1.982	105.126	2.000	in_stim	iaps	3063	1.49	6.35
107.136	2.013	107.126	2.000	in_prep	n/a	n/a	n/a	n/a
109.149	7.982	109.126	8.000	in_feel	n/a	n/a	n/a	n/a
121.381	2.000	121.364	2.000	ex_stim	iaps	2217	6.24	4.08
125.588	1.999	125.555	2.000	in_stim	iaps	9322	2.24	5.73
127.587	1.984	127.555	2.000	in_prep	n/a	n/a	n/a	n/a
129.571	7.996	129.555	8.000	in_feel	n/a	n/a	n/a	n/a
140.365	1.984	140.337	2.000	ex_stim	iaps	2352	6.94	4.99
146.397	1.981	146.371	2.000	ex_stim	iaps	8190	8.1	6.28
152.075	1.995	152.067	2.000	ex_stim	iaps	1301	3.7	5.77
159.798	2.003	159.784	2.000	ex_stim	iaps	9415	2.82	4.91
166.235	2.016	166.213	2.000	ex_stim	iaps	9184	2.47	5.75
171.766	1.990	171.736	2.000	ex_stim	iaps	5760	8.05	3.22
176.015	1.965	175.971	2.000	ex_stim	iaps	1620	7.37	3.54
182.160	2.004	182.144	2.000	ex_stim	iaps	5833	8.22	5.71
188.294	1.974	188.249	2.000	ex_stim	iaps	6550	2.73	7.09
195.863	1.998	195.835	2.000	ex_stim	iaps	5395	5.34	4.23
202.801	1.999	202.775	2.000	ex_stim	iaps	8200	7.54	6.35
209.211	1.997	209.164	2.000	ex_stim	iaps	3102	1.4	6.58
216.619	2.010	216.586	2.000	ex_stim	iaps	6563	1.77	6.85
221.032	2.013	220.992	2.000	in_stim	iaps	7010	4.94	1.76
223.045	1.985	222.992	2.000	in_prep	n/a	n/a	n/a	n/a
225.030	8.004	224.992	8.000	in_feel	n/a	n/a	n/a	n/a
237.236	2.024	237.216	2.000	ex_stim	iaps	2222	7.11	4.08
242.463	1.980	242.427	2.000	in_stim	iaps	8341	6.25	6.4
244.443	2.002	244.427	2.000	in_prep	n/a	n/a	n/a	n/a
246.445	8.014	246.427	8.000	in_feel	n/a	n/a	n/a	n/a
260.206	2.017	260.175	2.000	ex_stim	iaps	9220	2.06	4
265.878	2.015	265.853	2.000	in_stim	iaps	9145	3.2	5.05
267.893	1.988	267.853	2.000	in_prep	n/a	n/a	n/a	n/a
269.881	8.016	269.853	8.000	in_feel	n/a	n/a	n/a	n/a
279.979	2.020	279.955	2.000	ex_stim	iaps	4490	6.27	6.06
284.938	1.982	284.898	2.000	in_stim	iaps	9402	4.48	5.07
286.920	2.017	286.898	2.000	in_prep	n/a	n/a	n/a	n/a
288.937	7.997	288.898	8.000	in_feel	n/a	n/a	n/a	n/a
301.940	2.005	301.894	2.000	in_stim	iaps	6231	2.49	6.82
303.945	1.977	303.894	2.000	in_prep	n/a	n/a	n/a	n/a
305.922	7.989	305.894	8.000	in_feel	n/a	n/a	n/a	n/a
319.514	1.994	319.474	2.000	ex_stim	iaps	5020	6.32	2.63
326.416	2.027	326.397	2.000	ex_stim	iaps	4235	5.39	5.29
331.565	2.009	331.547	2.000	ex_stim	iaps	8186	7.01	6.84
338.744	1.997	338.720	2.000	ex_stim	iaps	7217	4.82	2.43
343.663	1.980	343.632	2.000	ex_stim	iaps	9102	3.34	4.84
349.841	2.001	349.818	2.000	ex_stim	iaps	3000	1.45	7.26
355.154	2.026	355.137	2.000	ex_stim	iaps	2271	4.2	3.74
361.860	2.001	361.825	2.000	ex_stim	iaps	1333	6.11	3.17
368.662	1.985	368.623	2.000	in_stim	iaps	4668	6.67	7.13
370.647	2.003	370.623	2.000	in_prep	n/a	n/a	n/a	n/a
372.650	8.006	372.623	8.000	in_feel	n/a	n/a	n/a	n/a
384.968	1.977	384.920	2.000	ex_stim	iaps	9426	3.08	5.28
391.740	2.002	391.717	2.000	ex_stim	iaps	9700	4.77	3.21
399.379	1.997	399.326	2.000	in_stim	iaps	4008	5.91	5.66
401.376	1.982	401.326	2.000	in_prep	n/a	n/a	n/a	n/a
403.358	8.020	403.326	8.000	in_feel	n/a	n/a	n/a	n/a
415.337	1.984	415.285	2.000	ex_stim	iaps	4649	5.77	5.99
420.387	1.990	420.343	2.000	ex_stim	iaps	2302	6.43	3.64
427.137	2.017	427.098	2.000	in_stim	iaps	2320	6.17	2.9
429.154	1.992	429.098	2.000	in_prep	n/a	n/a	n/a	n/a
431.146	7.984	431.098	8.000	in_feel	n/a	n/a	n/a	n/a
444.502	1.994	444.451	2.000	ex_stim	iaps	8231	3.77	5.24
452.410	1.995	452.347	2.000	ex_stim	iaps	4220	8.02	7.17
459.890	2.017	459.843	2.000	ex_stim	iaps	2795	3.92	4.7
465.442	1.995	465.397	2.000	in_stim	iaps	9000	2.55	4.06
467.437	2.014	467.397	2.000	in_prep	n/a	n/a	n/a	n/a
469.451	8.009	469.397	8.000	in_feel	n/a	n/a	n/a	n/a
479.719	1.984	479.671	2.000	in_stim	iaps	4470	5.87	4.81
481.703	2.011	481.671	2.000	in_prep	n/a	n/a	n/a	n/a
483.714	8.013	483.671	8.000	in_feel	n/a	n/a	n/a	n/a
496.077	1.979	496.026	2.000	ex_stim	iaps	7480	7.08	4.55
502.723	2.014	502.690	2.000	ex_stim	iaps	7224	4.45	2.81
507.792	2.011	507.765	2.000	ex_stim	iaps	1810	6.52	4.45
514.350	1.986	514.298	2.000	ex_stim	iaps	9390	3.67	4.14
521.426	2.007	521.400	2.000	ex_stim	iaps	8030	7.33	7.35
