onset	duration	trial_type	fb_valence	fb_arousal
0.001	42.000	rest	n/a	n/a
42.001	4.000	fb_v_pos	0.000	0.000
46.001	10.001	feel	n/a	n/a
56.002	3.998	fb_v_pos	0.369	0.337
60.000	10.001	feel	n/a	n/a
70.001	4.001	fb_v_pos	-0.291	-0.406
74.002	10.000	feel	n/a	n/a
84.002	4.000	fb_v_pos	0.023	-0.446
88.002	9.999	feel	n/a	n/a
98.001	4.000	fb_v_pos	-0.077	-0.557
102.001	10.000	rest	n/a	n/a
112.001	4.000	fb_a_pos	0.000	0.000
116.001	9.999	feel	n/a	n/a
126.000	4.001	fb_a_pos	-0.120	0.060
130.001	10.001	feel	n/a	n/a
140.002	3.999	fb_a_pos	-0.134	0.254
144.001	10.000	feel	n/a	n/a
154.001	4.001	fb_a_pos	0.426	0.157
158.002	9.998	feel	n/a	n/a
168.000	4.002	fb_a_pos	0.557	0.394
172.002	9.999	rest	n/a	n/a
182.001	4.001	fb_a_neg	0.000	0.000
186.002	10.000	feel	n/a	n/a
196.002	3.999	fb_a_neg	-0.346	-0.303
200.001	10.001	feel	n/a	n/a
210.002	4.000	fb_a_neg	0.629	-0.149
214.002	10.000	feel	n/a	n/a
224.002	4.000	fb_a_neg	-0.063	-1.000
228.002	10.000	feel	n/a	n/a
238.002	3.999	fb_a_neg	-0.000	-0.511
242.001	10.001	rest	n/a	n/a
252.002	4.000	fb_v_neg	0.000	0.000
256.002	9.999	feel	n/a	n/a
266.001	4.000	fb_v_neg	0.240	0.577
270.001	10.000	feel	n/a	n/a
280.001	4.000	fb_v_neg	0.269	-0.714
284.001	10.001	feel	n/a	n/a
294.002	4.000	fb_v_neg	-0.260	-0.140
298.002	10.000	feel	n/a	n/a
308.002	4.000	fb_v_neg	-0.537	-0.137
312.002	9.999	rest	n/a	n/a
322.001	3.999	fb_a_neg	0.000	0.000
326.000	10.001	feel	n/a	n/a
336.001	4.001	fb_a_neg	0.509	-0.446
340.002	9.998	feel	n/a	n/a
350.000	4.003	fb_a_neg	0.114	-0.071
354.003	9.998	feel	n/a	n/a
364.001	4.000	fb_a_neg	0.980	0.097
368.001	9.999	feel	n/a	n/a
378.000	4.001	fb_a_neg	-0.003	-0.717
382.001	9.999	rest	n/a	n/a
392.000	4.002	fb_v_pos	0.000	0.000
396.002	10.000	feel	n/a	n/a
406.002	3.998	fb_v_pos	0.431	0.723
410.000	10.001	feel	n/a	n/a
420.001	4.001	fb_v_pos	-0.411	-0.680
424.002	9.999	feel	n/a	n/a
434.001	4.000	fb_v_pos	-0.257	-0.643
438.001	10.000	feel	n/a	n/a
448.001	3.999	fb_v_pos	-0.034	0.243
452.000	10.002	rest	n/a	n/a
462.002	3.998	fb_a_pos	0.000	0.000
466.000	10.002	feel	n/a	n/a
476.002	3.998	fb_a_pos	-0.706	0.517
480.000	10.001	feel	n/a	n/a
490.001	4.001	fb_a_pos	285714002843582912.000	0.377
494.002	9.999	feel	n/a	n/a
504.001	4.001	fb_a_pos	-0.169	0.183
508.002	9.999	feel	n/a	n/a
518.001	4.000	fb_a_pos	-0.260	0.169
522.001	10.000	rest	n/a	n/a
532.001	3.999	fb_v_neg	0.000	0.000
536.000	10.001	feel	n/a	n/a
546.001	4.000	fb_v_neg	-0.397	0.534
550.001	10.000	feel	n/a	n/a
560.001	3.999	fb_v_neg	-0.026	-0.226
564.000	10.001	feel	n/a	n/a
574.001	4.001	fb_v_neg	-0.180	0.360
578.002	10.000	feel	n/a	n/a
588.002	4.000	fb_v_neg	-0.003	0.271
592.002	27.998	finish	n/a	n/a
