onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.032	1.989	12.000	2.000	ex_stim	iaps	1750	8.28	4.1
16.381	1.999	16.368	2.000	ex_stim	iaps	5982	7.61	4.51
21.303	2.006	21.297	2.000	in_stim	iaps	2210	4.38	3.56
23.309	2.007	23.297	2.000	in_prep	n/a	n/a	n/a	n/a
25.316	8.011	25.297	8.000	in_feel	n/a	n/a	n/a	n/a
35.536	2.008	35.528	2.000	in_stim	iaps	1630	7.26	4.45
37.544	2.016	37.528	2.000	in_prep	n/a	n/a	n/a	n/a
39.560	7.999	39.528	8.000	in_feel	n/a	n/a	n/a	n/a
52.744	2.008	52.726	2.000	ex_stim	iaps	2540	7.63	3.97
58.538	1.995	58.518	2.000	ex_stim	iaps	9120	3.2	5.77
62.814	1.995	62.784	2.000	ex_stim	iaps	4641	7.2	5.43
70.712	1.988	70.686	2.000	ex_stim	iaps	7100	5.24	2.89
75.921	1.999	75.906	2.000	ex_stim	iaps	2520	4.13	4.22
80.752	1.996	80.740	2.000	ex_stim	iaps	1050	3.46	6.87
87.223	2.002	87.202	2.000	in_stim	iaps	5623	7.19	5.67
89.225	2.007	89.202	2.000	in_prep	n/a	n/a	n/a	n/a
91.232	7.978	91.202	8.000	in_feel	n/a	n/a	n/a	n/a
104.376	2.020	104.377	2.000	in_stim	iaps	1710	8.34	5.41
106.396	2.001	106.377	2.000	in_prep	n/a	n/a	n/a	n/a
108.397	7.974	108.377	8.000	in_feel	n/a	n/a	n/a	n/a
121.088	1.973	121.066	2.000	in_stim	iaps	9623	3.04	6.05
123.061	2.020	123.066	2.000	in_prep	n/a	n/a	n/a	n/a
125.081	8.001	125.066	8.000	in_feel	n/a	n/a	n/a	n/a
135.930	1.997	135.927	2.000	ex_stim	iaps	4503	6	4.93
142.637	2.005	142.639	2.000	ex_stim	iaps	9832	2.94	4.46
147.064	2.009	147.055	2.000	ex_stim	iaps	9360	4.03	2.63
153.858	1.983	153.832	2.000	ex_stim	iaps	7175	4.87	1.72
161.096	1.983	161.076	2.000	ex_stim	iaps	4619	6.46	5.09
168.959	2.001	168.939	2.000	ex_stim	iaps	3310	4.37	5.43
176.282	1.998	176.255	2.000	ex_stim	iaps	1022	4.26	6.02
183.778	1.994	183.780	2.000	ex_stim	iaps	2020	5.68	3.34
190.059	2.025	190.061	2.000	ex_stim	iaps	6300	2.59	6.61
197.750	1.981	197.739	2.000	ex_stim	iaps	7211	4.81	4.2
202.146	1.999	202.128	2.000	ex_stim	iaps	9331	2.87	3.85
206.515	1.994	206.496	2.000	ex_stim	iaps	9622	3.1	6.26
213.302	2.009	213.305	2.000	in_stim	iaps	1610	7.82	3.08
215.311	2.010	215.305	2.000	in_prep	n/a	n/a	n/a	n/a
217.321	8.011	217.305	8.000	in_feel	n/a	n/a	n/a	n/a
227.827	1.996	227.816	2.000	ex_stim	iaps	4531	5.81	4.28
234.374	1.998	234.350	2.000	ex_stim	iaps	3250	3.78	6.29
242.284	1.972	242.263	2.000	in_stim	iaps	3170	1.46	7.21
244.256	1.997	244.263	2.000	in_prep	n/a	n/a	n/a	n/a
246.253	8.029	246.263	8.000	in_feel	n/a	n/a	n/a	n/a
257.549	1.995	257.531	2.000	ex_stim	iaps	9254	2.03	6.04
263.832	1.989	263.812	2.000	ex_stim	iaps	8475	4.85	6.52
269.024	1.997	269.024	2.000	ex_stim	iaps	4626	7.6	5.78
274.369	1.999	274.371	2.000	in_stim	iaps	5972	3.85	6.34
276.368	1.995	276.371	2.000	in_prep	n/a	n/a	n/a	n/a
278.363	7.998	278.371	8.000	in_feel	n/a	n/a	n/a	n/a
290.881	2.031	290.893	2.000	in_stim	iaps	5920	5.16	6.23
292.912	1.974	292.893	2.000	in_prep	n/a	n/a	n/a	n/a
294.886	8.004	294.893	8.000	in_feel	n/a	n/a	n/a	n/a
308.341	2.006	308.353	2.000	ex_stim	iaps	9435	2.27	5
313.258	1.985	313.242	2.000	in_stim	iaps	2060	6.49	3.8
315.243	1.998	315.242	2.000	in_prep	n/a	n/a	n/a	n/a
317.241	8.009	317.242	8.000	in_feel	n/a	n/a	n/a	n/a
328.756	2.007	328.764	2.000	ex_stim	iaps	1931	4	6.8
333.638	2.003	333.629	2.000	ex_stim	iaps	4800	6.44	7.07
339.408	1.995	339.398	2.000	in_stim	iaps	8501	7.91	6.44
341.403	2.014	341.398	2.000	in_prep	n/a	n/a	n/a	n/a
343.417	8.000	343.398	8.000	in_feel	n/a	n/a	n/a	n/a
355.397	2.007	355.375	2.000	ex_stim	iaps	7043	5.17	3.68
362.445	2.005	362.429	2.000	ex_stim	iaps	7285	5.67	3.83
367.036	2.007	367.043	2.000	ex_stim	iaps	9163	2.1	6.53
374.614	1.990	374.596	2.000	in_stim	iaps	5000	7.08	2.67
376.604	2.003	376.596	2.000	in_prep	n/a	n/a	n/a	n/a
378.607	8.002	378.596	8.000	in_feel	n/a	n/a	n/a	n/a
392.462	1.998	392.444	2.000	ex_stim	iaps	2279	4.71	3.74
400.224	2.006	400.233	2.000	ex_stim	iaps	5750	6.6	3.14
405.826	1.998	405.813	2.000	ex_stim	iaps	2058	7.91	5.09
412.949	1.996	412.935	2.000	ex_stim	iaps	4770	4.91	5.85
420.307	1.996	420.291	2.000	ex_stim	iaps	8160	5.07	6.97
427.350	2.006	427.341	2.000	ex_stim	iaps	2722	3.47	3.52
432.913	2.000	432.897	2.000	ex_stim	iaps	3500	2.21	6.99
438.280	2.000	438.277	2.000	ex_stim	iaps	4550	4.95	5
446.214	1.998	446.186	2.000	ex_stim	iaps	7490	5.52	2.42
453.421	1.997	453.401	2.000	ex_stim	iaps	3015	1.52	5.9
457.678	2.001	457.683	2.000	in_stim	iaps	9090	3.56	3.97
459.679	2.002	459.683	2.000	in_prep	n/a	n/a	n/a	n/a
461.681	7.995	461.683	8.000	in_feel	n/a	n/a	n/a	n/a
474.338	1.998	474.342	2.000	ex_stim	iaps	2205	1.95	4.53
481.523	1.998	481.521	2.000	ex_stim	iaps	7031	4.52	2.03
488.504	2.010	488.501	2.000	ex_stim	iaps	2351	5.49	4.74
494.505	2.010	494.503	2.000	in_stim	iaps	8185	7.57	7.27
496.515	2.003	496.503	2.000	in_prep	n/a	n/a	n/a	n/a
498.518	8.005	498.503	8.000	in_feel	n/a	n/a	n/a	n/a
511.530	2.005	511.543	2.000	ex_stim	iaps	6930	4.39	4.88
517.822	1.975	517.804	2.000	in_stim	iaps	1460	8.21	4.31
519.797	2.001	519.804	2.000	in_prep	n/a	n/a	n/a	n/a
521.798	8.022	521.804	8.000	in_feel	n/a	n/a	n/a	n/a
