onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.025	2.003	12.000	2.000	in_stim	iaps	5510	5.15	2.82
14.028	1.995	14.000	2.000	in_prep	n/a	n/a	n/a	n/a
16.023	7.986	16.000	8.000	in_feel	n/a	n/a	n/a	n/a
26.413	2.001	26.404	2.000	ex_stim	iaps	4598	6.33	5.53
31.619	2.014	31.615	2.000	ex_stim	iaps	2040	8.17	4.64
36.119	2.008	36.117	2.000	in_stim	iaps	8033	6.66	5.01
38.127	1.998	38.117	2.000	in_prep	n/a	n/a	n/a	n/a
40.125	8.000	40.117	8.000	in_feel	n/a	n/a	n/a	n/a
52.133	2.000	52.116	2.000	in_stim	iaps	7283	5.5	3.81
54.133	2.001	54.116	2.000	in_prep	n/a	n/a	n/a	n/a
56.134	8.004	56.116	8.000	in_feel	n/a	n/a	n/a	n/a
69.160	2.015	69.162	2.000	ex_stim	iaps	7492	7.41	4.91
75.843	2.005	75.828	2.000	ex_stim	iaps	5950	5.99	6.79
82.354	1.980	82.314	2.000	ex_stim	iaps	4597	6.95	5.91
87.092	2.014	87.072	2.000	ex_stim	iaps	5010	7.14	3
92.801	1.983	92.767	2.000	ex_stim	iaps	2095	1.79	5.25
100.619	1.990	100.586	2.000	ex_stim	iaps	8158	6.53	6.49
105.131	2.012	105.126	2.000	in_stim	iaps	3063	1.49	6.35
107.143	2.001	107.126	2.000	in_prep	n/a	n/a	n/a	n/a
109.144	7.998	109.126	8.000	in_feel	n/a	n/a	n/a	n/a
121.394	1.976	121.364	2.000	ex_stim	iaps	2217	6.24	4.08
125.565	2.024	125.555	2.000	in_stim	iaps	9322	2.24	5.73
127.589	1.978	127.555	2.000	in_prep	n/a	n/a	n/a	n/a
129.567	8.023	129.555	8.000	in_feel	n/a	n/a	n/a	n/a
140.354	2.005	140.337	2.000	ex_stim	iaps	2352	6.94	4.99
146.385	1.994	146.371	2.000	ex_stim	iaps	8190	8.1	6.28
152.085	2.019	152.067	2.000	ex_stim	iaps	1301	3.7	5.77
159.802	2.011	159.784	2.000	ex_stim	iaps	9415	2.82	4.91
166.220	2.015	166.213	2.000	ex_stim	iaps	9184	2.47	5.75
171.765	1.977	171.736	2.000	ex_stim	iaps	5760	8.05	3.22
176.012	1.992	175.971	2.000	ex_stim	iaps	1620	7.37	3.54
182.177	1.975	182.144	2.000	ex_stim	iaps	5833	8.22	5.71
188.272	2.018	188.249	2.000	ex_stim	iaps	6550	2.73	7.09
195.886	1.966	195.835	2.000	ex_stim	iaps	5395	5.34	4.23
202.812	2.001	202.775	2.000	ex_stim	iaps	8200	7.54	6.35
209.189	2.010	209.164	2.000	ex_stim	iaps	3102	1.4	6.58
216.625	2.003	216.586	2.000	ex_stim	iaps	6563	1.77	6.85
221.030	2.009	220.992	2.000	in_stim	iaps	7010	4.94	1.76
223.039	1.979	222.992	2.000	in_prep	n/a	n/a	n/a	n/a
225.018	8.018	224.992	8.000	in_feel	n/a	n/a	n/a	n/a
237.253	2.008	237.216	2.000	ex_stim	iaps	2222	7.11	4.08
242.468	1.992	242.427	2.000	in_stim	iaps	8341	6.25	6.4
244.460	1.982	244.427	2.000	in_prep	n/a	n/a	n/a	n/a
246.442	8.010	246.427	8.000	in_feel	n/a	n/a	n/a	n/a
260.192	2.016	260.175	2.000	ex_stim	iaps	9220	2.06	4
265.872	2.023	265.853	2.000	in_stim	iaps	9145	3.2	5.05
267.895	1.985	267.853	2.000	in_prep	n/a	n/a	n/a	n/a
269.880	7.992	269.853	8.000	in_feel	n/a	n/a	n/a	n/a
279.996	1.985	279.955	2.000	ex_stim	iaps	4490	6.27	6.06
284.913	1.999	284.898	2.000	in_stim	iaps	9402	4.48	5.07
286.912	2.018	286.898	2.000	in_prep	n/a	n/a	n/a	n/a
288.930	7.992	288.898	8.000	in_feel	n/a	n/a	n/a	n/a
301.944	1.984	301.894	2.000	in_stim	iaps	6231	2.49	6.82
303.928	2.011	303.894	2.000	in_prep	n/a	n/a	n/a	n/a
305.939	7.971	305.894	8.000	in_feel	n/a	n/a	n/a	n/a
319.511	1.979	319.474	2.000	ex_stim	iaps	5020	6.32	2.63
326.411	2.006	326.397	2.000	ex_stim	iaps	4235	5.39	5.29
