onset	duration	trial_type	fb_valence	fb_arousal
0.001	42.000	rest	n/a	n/a
42.001	4.000	fb_v_pos	0.000	0.000
46.001	9.999	feel	n/a	n/a
56.000	4.000	fb_v_pos	0.131	-0.114
60.000	10.002	feel	n/a	n/a
70.002	4.000	fb_v_pos	-0.680	0.697
74.002	9.999	feel	n/a	n/a
84.001	4.001	fb_v_pos	-1.000	0.980
88.002	9.999	feel	n/a	n/a
98.001	4.000	fb_v_pos	0.071	-0.126
102.001	10.001	rest	n/a	n/a
112.002	3.999	fb_a_pos	0.000	0.000
116.001	10.000	feel	n/a	n/a
126.001	4.000	fb_a_pos	0.183	-0.414
130.001	10.000	feel	n/a	n/a
140.001	4.001	fb_a_pos	0.680	-0.434
144.002	9.999	feel	n/a	n/a
154.001	4.001	fb_a_pos	0.697	-0.717
158.002	10.000	feel	n/a	n/a
168.002	3.999	fb_a_pos	-0.743	-0.271
172.001	10.001	rest	n/a	n/a
182.002	3.999	fb_a_neg	0.000	0.000
186.001	9.999	feel	n/a	n/a
196.000	4.002	fb_a_neg	-0.306	-0.971
200.002	10.000	feel	n/a	n/a
210.002	3.999	fb_a_neg	0.331	0.514
214.001	10.000	feel	n/a	n/a
224.001	4.000	fb_a_neg	0.131	0.571
228.001	10.001	feel	n/a	n/a
238.002	3.998	fb_a_neg	0.131	0.763
242.000	10.002	rest	n/a	n/a
252.002	4.000	fb_v_neg	0.000	0.000
256.002	9.999	feel	n/a	n/a
266.001	4.000	fb_v_neg	0.354	-0.151
270.001	9.999	feel	n/a	n/a
280.000	4.002	fb_v_neg	0.980	-0.434
284.002	10.000	feel	n/a	n/a
294.002	3.999	fb_v_neg	0.409	0.569
298.001	10.000	feel	n/a	n/a
308.001	4.000	fb_v_neg	0.177	0.369
312.001	10.000	rest	n/a	n/a
322.001	3.999	fb_a_neg	0.000	0.000
326.000	10.002	feel	n/a	n/a
336.002	3.998	fb_a_neg	0.854	-0.046
340.000	10.002	feel	n/a	n/a
350.002	3.999	fb_a_neg	0.320	-0.106
354.001	9.999	feel	n/a	n/a
364.000	4.001	fb_a_neg	0.249	-0.051
368.001	9.999	feel	n/a	n/a
378.000	4.002	fb_a_neg	0.980	-0.149
382.002	10.000	rest	n/a	n/a
392.002	4.000	fb_v_pos	0.000	0.000
396.002	9.999	feel	n/a	n/a
406.001	4.001	fb_v_pos	0.491	0.697
410.002	9.998	feel	n/a	n/a
420.000	4.000	fb_v_pos	0.857	0.143
424.000	10.000	feel	n/a	n/a
434.000	4.002	fb_v_pos	0.466	-0.131
438.002	10.000	feel	n/a	n/a
448.002	3.999	fb_v_pos	0.800	0.074
452.001	9.999	rest	n/a	n/a
462.000	4.002	fb_a_pos	0.000	0.000
466.002	10.000	feel	n/a	n/a
476.002	3.999	fb_a_pos	0.980	0.523
480.001	10.000	feel	n/a	n/a
490.001	4.000	fb_a_pos	0.980	0.429
494.001	10.000	feel	n/a	n/a
504.001	3.999	fb_a_pos	0.611	0.280
508.000	10.002	feel	n/a	n/a
518.002	4.000	fb_a_pos	0.560	0.540
522.002	9.998	rest	n/a	n/a
532.000	4.000	fb_v_neg	0.000	0.000
536.000	10.001	feel	n/a	n/a
546.001	4.001	fb_v_neg	0.943	0.646
550.002	10.000	feel	n/a	n/a
560.002	4.000	fb_v_neg	-0.151	0.697
564.002	9.999	feel	n/a	n/a
574.001	3.999	fb_v_neg	0.406	0.980
578.000	10.001	feel	n/a	n/a
588.001	4.001	fb_v_neg	0.866	0.980
592.002	27.998	finish	n/a	n/a
