onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.017	2.012	12.000	2.000	ex_stim	iaps	1750	8.28	4.1
16.387	2.006	16.368	2.000	ex_stim	iaps	5982	7.61	4.51
21.334	1.985	21.297	2.000	in_stim	iaps	2210	4.38	3.56
23.319	1.986	23.297	2.000	in_prep	n/a	n/a	n/a	n/a
25.305	8.016	25.297	8.000	in_feel	n/a	n/a	n/a	n/a
35.542	2.012	35.528	2.000	in_stim	iaps	1630	7.26	4.45
37.554	1.976	37.528	2.000	in_prep	n/a	n/a	n/a	n/a
39.530	8.011	39.528	8.000	in_feel	n/a	n/a	n/a	n/a
52.739	2.009	52.726	2.000	ex_stim	iaps	2540	7.63	3.97
58.527	2.008	58.518	2.000	ex_stim	iaps	9120	3.2	5.77
62.821	1.977	62.784	2.000	ex_stim	iaps	4641	7.2	5.43
70.693	2.010	70.686	2.000	ex_stim	iaps	7100	5.24	2.89
75.930	2.010	75.906	2.000	ex_stim	iaps	2520	4.13	4.22
80.743	2.010	80.740	2.000	ex_stim	iaps	1050	3.46	6.87
87.226	1.978	87.202	2.000	in_stim	iaps	5623	7.19	5.67
89.204	2.000	89.202	2.000	in_prep	n/a	n/a	n/a	n/a
91.204	8.008	91.202	8.000	in_feel	n/a	n/a	n/a	n/a
104.373	2.010	104.377	2.000	in_stim	iaps	1710	8.34	5.41
106.383	2.014	106.377	2.000	in_prep	n/a	n/a	n/a	n/a
108.397	7.987	108.377	8.000	in_feel	n/a	n/a	n/a	n/a
121.092	1.975	121.066	2.000	in_stim	iaps	9623	3.04	6.05
123.067	2.010	123.066	2.000	in_prep	n/a	n/a	n/a	n/a
125.077	7.995	125.066	8.000	in_feel	n/a	n/a	n/a	n/a
135.944	2.004	135.927	2.000	ex_stim	iaps	4503	6	4.93
142.656	1.983	142.639	2.000	ex_stim	iaps	9832	2.94	4.46
147.066	2.009	147.055	2.000	ex_stim	iaps	9360	4.03	2.63
153.855	2.006	153.832	2.000	ex_stim	iaps	7175	4.87	1.72
161.094	2.008	161.076	2.000	ex_stim	iaps	4619	6.46	5.09
168.935	2.011	168.939	2.000	ex_stim	iaps	3310	4.37	5.43
176.260	2.011	176.255	2.000	ex_stim	iaps	1022	4.26	6.02
183.784	2.010	183.780	2.000	ex_stim	iaps	2020	5.68	3.34
190.066	2.013	190.061	2.000	ex_stim	iaps	6300	2.59	6.61
197.734	2.011	197.739	2.000	ex_stim	iaps	7211	4.81	4.2
202.138	1.989	202.128	2.000	ex_stim	iaps	9331	2.87	3.85
206.492	2.011	206.496	2.000	ex_stim	iaps	9622	3.1	6.26
213.326	1.977	213.305	2.000	in_stim	iaps	1610	7.82	3.08
215.303	2.011	215.305	2.000	in_prep	n/a	n/a	n/a	n/a
217.314	8.011	217.305	8.000	in_feel	n/a	n/a	n/a	n/a
227.824	2.012	227.816	2.000	ex_stim	iaps	4531	5.81	4.28
234.344	2.013	234.350	2.000	ex_stim	iaps	3250	3.78	6.29
242.257	1.999	242.263	2.000	in_stim	iaps	3170	1.46	7.21
244.256	2.011	244.263	2.000	in_prep	n/a	n/a	n/a	n/a
246.267	8.006	246.263	8.000	in_feel	n/a	n/a	n/a	n/a
257.532	2.008	257.531	2.000	ex_stim	iaps	9254	2.03	6.04
263.811	2.011	263.812	2.000	ex_stim	iaps	8475	4.85	6.52
269.018	2.010	269.024	2.000	ex_stim	iaps	4626	7.6	5.78
274.361	2.007	274.371	2.000	in_stim	iaps	5972	3.85	6.34
276.368	2.012	276.371	2.000	in_prep	n/a	n/a	n/a	n/a
278.380	8.007	278.371	8.000	in_feel	n/a	n/a	n/a	n/a
290.892	2.019	290.893	2.000	in_stim	iaps	5920	5.16	6.23
292.911	1.974	292.893	2.000	in_prep	n/a	n/a	n/a	n/a
294.885	8.019	294.893	8.000	in_feel	n/a	n/a	n/a	n/a
308.345	2.011	308.353	2.000	ex_stim	iaps	9435	2.27	5
313.232	2.008	313.242	2.000	in_stim	iaps	2060	6.49	3.8
315.240	2.010	315.242	2.000	in_prep	n/a	n/a	n/a	n/a
317.250	7.987	317.242	8.000	in_feel	n/a	n/a	n/a	n/a
328.775	1.993	328.764	2.000	ex_stim	iaps	1931	4	6.8
333.642	2.011	333.629	2.000	ex_stim	iaps	4800	6.44	7.07
339.399	2.010	339.398	2.000	in_stim	iaps	8501	7.91	6.44
341.409	2.012	341.398	2.000	in_prep	n/a	n/a	n/a	n/a
343.421	7.975	343.398	8.000	in_feel	n/a	n/a	n/a	n/a
355.382	1.990	355.375	2.000	ex_stim	iaps	7043	5.17	3.68
362.448	1.977	362.429	2.000	ex_stim	iaps	7285	5.67	3.83
367.058	1.976	367.043	2.000	ex_stim	iaps	9163	2.1	6.53
374.610	2.004	374.596	2.000	in_stim	iaps	5000	7.08	2.67
376.614	1.975	376.596	2.000	in_prep	n/a	n/a	n/a	n/a
378.589	8.001	378.596	8.000	in_feel	n/a	n/a	n/a	n/a
392.457	1.974	392.444	2.000	ex_stim	iaps	2279	4.71	3.74
400.249	1.976	400.233	2.000	ex_stim	iaps	5750	6.6	3.14
405.824	2.010	405.813	2.000	ex_stim	iaps	2058	7.91	5.09
412.929	2.007	412.935	2.000	ex_stim	iaps	4770	4.91	5.85
420.308	1.976	420.291	2.000	ex_stim	iaps	8160	5.07	6.97
427.348	2.011	427.341	2.000	ex_stim	iaps	2722	3.47	3.52
432.891	2.006	432.897	2.000	ex_stim	iaps	3500	2.21	6.99
438.288	2.006	438.277	2.000	ex_stim	iaps	4550	4.95	5
446.191	2.013	446.186	2.000	ex_stim	iaps	7490	5.52	2.42
453.397	2.007	453.401	2.000	ex_stim	iaps	3015	1.52	5.9
457.692	2.010	457.683	2.000	in_stim	iaps	9090	3.56	3.97
