onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.010	2.000	12.000	2.000	ex_stim	iaps	1750	8.28	4.1
16.380	1.993	16.368	2.000	ex_stim	iaps	5982	7.61	4.51
21.331	1.997	21.297	2.000	in_stim	iaps	2210	4.38	3.56
23.328	1.976	23.297	2.000	in_prep	n/a	n/a	n/a	n/a
25.304	8.012	25.297	8.000	in_feel	n/a	n/a	n/a	n/a
35.532	2.000	35.528	2.000	in_stim	iaps	1630	7.26	4.45
37.532	2.001	37.528	2.000	in_prep	n/a	n/a	n/a	n/a
39.533	8.018	39.528	8.000	in_feel	n/a	n/a	n/a	n/a
52.748	1.998	52.726	2.000	ex_stim	iaps	2540	7.63	3.97
58.530	1.998	58.518	2.000	ex_stim	iaps	9120	3.2	5.77
62.803	2.001	62.784	2.000	ex_stim	iaps	4641	7.2	5.43
70.692	2.031	70.686	2.000	ex_stim	iaps	7100	5.24	2.89
75.923	1.999	75.906	2.000	ex_stim	iaps	2520	4.13	4.22
80.746	1.996	80.740	2.000	ex_stim	iaps	1050	3.46	6.87
87.224	1.995	87.202	2.000	in_stim	iaps	5623	7.19	5.67
89.219	1.995	89.202	2.000	in_prep	n/a	n/a	n/a	n/a
91.214	7.998	91.202	8.000	in_feel	n/a	n/a	n/a	n/a
104.372	1.999	104.377	2.000	in_stim	iaps	1710	8.34	5.41
106.371	2.033	106.377	2.000	in_prep	n/a	n/a	n/a	n/a
108.404	7.972	108.377	8.000	in_feel	n/a	n/a	n/a	n/a
121.070	1.996	121.066	2.000	in_stim	iaps	9623	3.04	6.05
123.066	2.000	123.066	2.000	in_prep	n/a	n/a	n/a	n/a
125.066	8.027	125.066	8.000	in_feel	n/a	n/a	n/a	n/a
135.952	1.998	135.927	2.000	ex_stim	iaps	4503	6	4.93
142.632	2.011	142.639	2.000	ex_stim	iaps	9832	2.94	4.46
147.053	2.031	147.055	2.000	ex_stim	iaps	9360	4.03	2.63
153.833	2.006	153.832	2.000	ex_stim	iaps	7175	4.87	1.72
161.079	1.999	161.076	2.000	ex_stim	iaps	4619	6.46	5.09
168.932	2.031	168.939	2.000	ex_stim	iaps	3310	4.37	5.43
176.269	1.998	176.255	2.000	ex_stim	iaps	1022	4.26	6.02
183.787	2.003	183.780	2.000	ex_stim	iaps	2020	5.68	3.34
190.078	1.996	190.061	2.000	ex_stim	iaps	6300	2.59	6.61
197.733	2.002	197.739	2.000	ex_stim	iaps	7211	4.81	4.2
202.149	2.004	202.128	2.000	ex_stim	iaps	9331	2.87	3.85
206.492	2.001	206.496	2.000	ex_stim	iaps	9622	3.1	6.26
213.313	2.004	213.305	2.000	in_stim	iaps	1610	7.82	3.08
215.317	2.010	215.305	2.000	in_prep	n/a	n/a	n/a	n/a
217.327	8.007	217.305	8.000	in_feel	n/a	n/a	n/a	n/a
227.820	1.999	227.816	2.000	ex_stim	iaps	4531	5.81	4.28
234.371	1.976	234.350	2.000	ex_stim	iaps	3250	3.78	6.29
242.278	2.003	242.263	2.000	in_stim	iaps	3170	1.46	7.21
244.281	2.001	244.263	2.000	in_prep	n/a	n/a	n/a	n/a
246.282	8.000	246.263	8.000	in_feel	n/a	n/a	n/a	n/a
257.527	2.001	257.531	2.000	ex_stim	iaps	9254	2.03	6.04
263.802	2.008	263.812	2.000	ex_stim	iaps	8475	4.85	6.52
269.021	2.005	269.024	2.000	ex_stim	iaps	4626	7.6	5.78
274.369	2.003	274.371	2.000	in_stim	iaps	5972	3.85	6.34
276.372	2.001	276.371	2.000	in_prep	n/a	n/a	n/a	n/a
278.373	8.004	278.371	8.000	in_feel	n/a	n/a	n/a	n/a
290.898	2.000	290.893	2.000	in_stim	iaps	5920	5.16	6.23
292.898	2.003	292.893	2.000	in_prep	n/a	n/a	n/a	n/a
294.901	7.991	294.893	8.000	in_feel	n/a	n/a	n/a	n/a
308.369	1.999	308.353	2.000	ex_stim	iaps	9435	2.27	5
313.258	2.001	313.242	2.000	in_stim	iaps	2060	6.49	3.8
315.259	1.999	315.242	2.000	in_prep	n/a	n/a	n/a	n/a
317.258	8.005	317.242	8.000	in_feel	n/a	n/a	n/a	n/a
328.783	1.997	328.764	2.000	ex_stim	iaps	1931	4	6.8
333.634	1.999	333.629	2.000	ex_stim	iaps	4800	6.44	7.07
339.401	2.001	339.398	2.000	in_stim	iaps	8501	7.91	6.44
341.402	1.998	341.398	2.000	in_prep	n/a	n/a	n/a	n/a
343.400	7.993	343.398	8.000	in_feel	n/a	n/a	n/a	n/a
355.392	1.999	355.375	2.000	ex_stim	iaps	7043	5.17	3.68
362.450	1.998	362.429	2.000	ex_stim	iaps	7285	5.67	3.83
367.064	1.992	367.043	2.000	ex_stim	iaps	9163	2.1	6.53
374.594	1.995	374.596	2.000	in_stim	iaps	5000	7.08	2.67
376.589	1.998	376.596	2.000	in_prep	n/a	n/a	n/a	n/a
378.587	8.020	378.596	8.000	in_feel	n/a	n/a	n/a	n/a
392.458	1.993	392.444	2.000	ex_stim	iaps	2279	4.71	3.74
400.233	1.998	400.233	2.000	ex_stim	iaps	5750	6.6	3.14
405.811	1.994	405.813	2.000	ex_stim	iaps	2058	7.91	5.09
412.930	1.995	412.935	2.000	ex_stim	iaps	4770	4.91	5.85
420.280	2.003	420.291	2.000	ex_stim	iaps	8160	5.07	6.97
427.361	2.002	427.341	2.000	ex_stim	iaps	2722	3.47	3.52
432.898	2.000	432.897	2.000	ex_stim	iaps	3500	2.21	6.99
438.276	2.002	438.277	2.000	ex_stim	iaps	4550	4.95	5
446.192	2.002	446.186	2.000	ex_stim	iaps	7490	5.52	2.42
453.402	2.003	453.401	2.000	ex_stim	iaps	3015	1.52	5.9
457.695	1.998	457.683	2.000	in_stim	iaps	9090	3.56	3.97
459.693	2.005	459.683	2.000	in_prep	n/a	n/a	n/a	n/a
461.698	7.980	461.683	8.000	in_feel	n/a	n/a	n/a	n/a
474.335	2.004	474.342	2.000	ex_stim	iaps	2205	1.95	4.53
481.520	2.002	481.521	2.000	ex_stim	iaps	7031	4.52	2.03
488.523	2.000	488.501	2.000	ex_stim	iaps	2351	5.49	4.74
494.523	2.001	494.503	2.000	in_stim	iaps	8185	7.57	7.27
496.524	1.969	496.503	2.000	in_prep	n/a	n/a	n/a	n/a
498.493	8.031	498.503	8.000	in_feel	n/a	n/a	n/a	n/a
511.553	1.997	511.543	2.000	ex_stim	iaps	6930	4.39	4.88
517.820	1.995	517.804	2.000	in_stim	iaps	1460	8.21	4.31
519.815	1.996	519.804	2.000	in_prep	n/a	n/a	n/a	n/a
521.811	7.987	521.804	8.000	in_feel	n/a	n/a	n/a	n/a
