onset	duration	trial_type	fb_valence	fb_arousal
0.001	42.001	rest	n/a	n/a
42.002	3.999	fb_a_neg	0.000	0.000
46.001	10.000	feel	n/a	n/a
56.001	3.999	fb_a_neg	0.289	0.129
60.000	10.001	feel	n/a	n/a
70.001	4.001	fb_a_neg	-0.534	-0.000
74.002	10.000	feel	n/a	n/a
84.002	4.000	fb_a_neg	-0.583	0.294
88.002	9.999	feel	n/a	n/a
98.001	4.000	fb_a_neg	0.197	0.054
102.001	10.001	rest	n/a	n/a
112.002	4.000	fb_v_pos	0.000	0.000
116.002	10.000	feel	n/a	n/a
126.002	3.998	fb_v_pos	0.383	0.234
130.000	10.001	feel	n/a	n/a
140.001	3.999	fb_v_pos	0.560	0.583
144.000	10.001	feel	n/a	n/a
154.001	4.000	fb_v_pos	0.697	0.011
158.001	10.001	feel	n/a	n/a
168.002	4.000	fb_v_pos	0.160	0.463
172.002	10.000	rest	n/a	n/a
182.002	4.000	fb_a_pos	0.000	0.000
186.002	9.999	feel	n/a	n/a
196.001	4.000	fb_a_pos	-0.626	-0.326
200.001	10.001	feel	n/a	n/a
210.002	4.000	fb_a_pos	-0.883	0.231
214.002	10.000	feel	n/a	n/a
224.002	3.999	fb_a_pos	-0.543	0.534
228.001	9.999	feel	n/a	n/a
238.000	4.001	fb_a_pos	0.017	0.523
242.001	9.999	rest	n/a	n/a
252.000	4.002	fb_v_neg	0.000	0.000
256.002	10.000	feel	n/a	n/a
266.002	4.000	fb_v_neg	0.223	-0.183
270.002	9.999	feel	n/a	n/a
280.001	4.001	fb_v_neg	0.017	-0.077
284.002	10.000	feel	n/a	n/a
294.002	4.000	fb_v_neg	-0.337	-0.083
298.002	10.000	feel	n/a	n/a
308.002	4.000	fb_v_neg	-0.523	0.029
312.002	10.000	rest	n/a	n/a
322.002	3.999	fb_v_pos	0.000	0.000
326.001	10.000	feel	n/a	n/a
336.001	3.999	fb_v_pos	0.443	-0.640
340.000	10.000	feel	n/a	n/a
350.000	4.002	fb_v_pos	0.223	-0.797
354.002	10.000	feel	n/a	n/a
364.002	4.000	fb_v_pos	0.054	-0.071
368.002	9.999	feel	n/a	n/a
378.001	4.000	fb_v_pos	0.457	-0.437
382.001	10.000	rest	n/a	n/a
392.001	3.999	fb_a_pos	0.000	0.000
396.000	10.002	feel	n/a	n/a
406.002	4.000	fb_a_pos	0.340	-0.394
410.002	10.001	feel	n/a	n/a
420.003	3.999	fb_a_pos	0.331	0.154
424.002	9.999	feel	n/a	n/a
434.001	4.001	fb_a_pos	-0.371	0.066
438.002	10.000	feel	n/a	n/a
448.002	4.000	fb_a_pos	0.277	-0.080
452.002	9.998	rest	n/a	n/a
462.000	4.001	fb_a_neg	0.000	0.000
466.001	10.000	feel	n/a	n/a
476.001	4.001	fb_a_neg	0.594	0.069
480.002	10.000	feel	n/a	n/a
490.002	4.000	fb_a_neg	0.629	-0.409
494.002	10.000	feel	n/a	n/a
504.002	4.000	fb_a_neg	0.609	-0.371
508.002	10.000	feel	n/a	n/a
518.002	3.999	fb_a_neg	0.711	-0.206
522.001	10.000	rest	n/a	n/a
532.001	4.001	fb_v_neg	0.000	0.000
536.002	10.000	feel	n/a	n/a
546.002	4.000	fb_v_neg	0.540	0.271
550.002	9.999	feel	n/a	n/a
560.001	4.000	fb_v_neg	0.149	-0.003
564.001	10.001	feel	n/a	n/a
574.002	3.999	fb_v_neg	0.180	-0.311
578.001	10.001	feel	n/a	n/a
588.002	4.000	fb_v_neg	0.386	-0.111
592.002	27.998	finish	n/a	n/a
