onset	duration	trial_type	fb_valence	fb_arousal
0.001	42.001	rest	n/a	n/a
42.002	3.999	fb_v_pos	0.000	0.000
46.001	10.000	feel	n/a	n/a
56.001	4.001	fb_v_pos	0.031	-0.074
60.002	9.999	feel	n/a	n/a
70.001	4.001	fb_v_pos	0.771	-0.386
74.002	9.999	feel	n/a	n/a
84.001	3.999	fb_v_pos	0.854	0.869
88.000	10.001	feel	n/a	n/a
98.001	4.001	fb_v_pos	0.883	0.151
102.002	9.999	rest	n/a	n/a
112.001	4.002	fb_a_pos	0.000	0.000
116.003	9.997	feel	n/a	n/a
126.000	4.002	fb_a_pos	-0.697	-0.654
130.002	10.000	feel	n/a	n/a
140.002	3.999	fb_a_pos	-0.537	-0.003
144.001	10.000	feel	n/a	n/a
154.001	3.999	fb_a_pos	0.071	0.543
158.000	10.002	feel	n/a	n/a
168.002	3.999	fb_a_pos	-0.323	-0.397
172.001	10.001	rest	n/a	n/a
182.002	3.998	fb_v_neg	0.000	0.000
186.000	10.000	feel	n/a	n/a
196.000	4.002	fb_v_neg	-0.571	0.194
200.002	9.999	feel	n/a	n/a
210.001	4.001	fb_v_neg	-0.154	-0.103
214.002	9.999	feel	n/a	n/a
224.001	4.000	fb_v_neg	0.471	0.040
228.001	10.000	feel	n/a	n/a
238.001	4.001	fb_v_neg	-0.334	0.249
242.002	9.999	rest	n/a	n/a
252.001	4.001	fb_a_neg	0.000	0.000
256.002	9.999	feel	n/a	n/a
266.001	4.000	fb_a_neg	0.366	-0.334
270.001	9.999	feel	n/a	n/a
280.000	4.000	fb_a_neg	-0.800	-0.280
284.000	10.002	feel	n/a	n/a
294.002	3.998	fb_a_neg	-0.151	0.420
298.000	10.002	feel	n/a	n/a
308.002	4.000	fb_a_neg	-0.691	0.271
312.002	10.000	rest	n/a	n/a
322.002	4.000	fb_a_pos	0.000	0.000
326.002	9.999	feel	n/a	n/a
336.001	4.001	fb_a_pos	-0.094	0.711
340.002	9.999	feel	n/a	n/a
350.001	4.000	fb_a_pos	0.203	0.589
354.001	10.001	feel	n/a	n/a
364.002	4.000	fb_a_pos	0.009	0.766
368.002	9.999	feel	n/a	n/a
378.001	4.001	fb_a_pos	-0.246	0.100
382.002	10.001	rest	n/a	n/a
392.003	3.998	fb_v_neg	0.000	0.000
396.001	10.001	feel	n/a	n/a
406.002	3.998	fb_v_neg	0.697	0.743
410.000	10.000	feel	n/a	n/a
420.000	4.001	fb_v_neg	0.317	0.320
424.001	10.002	feel	n/a	n/a
434.003	4.000	fb_v_neg	-0.660	0.174
438.003	9.997	feel	n/a	n/a
448.000	4.001	fb_v_neg	-0.309	0.411
452.001	10.000	rest	n/a	n/a
462.001	3.999	fb_v_pos	0.000	0.000
466.000	10.001	feel	n/a	n/a
476.001	4.001	fb_v_pos	-0.466	0.269
480.002	9.999	feel	n/a	n/a
490.001	4.000	fb_v_pos	0.463	-0.111
494.001	10.000	feel	n/a	n/a
504.001	4.000	fb_v_pos	0.031	-0.120
508.001	10.000	feel	n/a	n/a
518.001	4.001	fb_v_pos	0.086	-0.426
522.002	9.998	rest	n/a	n/a
532.000	4.000	fb_a_neg	0.000	0.000
536.000	10.000	feel	n/a	n/a
546.000	4.000	fb_a_neg	-0.231	0.617
550.000	10.001	feel	n/a	n/a
560.001	4.000	fb_a_neg	-0.054	-0.400
564.001	9.999	feel	n/a	n/a
574.000	4.002	fb_a_neg	-0.151	-0.740
578.002	9.999	feel	n/a	n/a
588.001	4.001	fb_a_neg	-0.349	-0.617
592.002	27.998	finish	n/a	n/a
