onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.009	2.021	12.000	2.000	ex_stim	iaps	1750	8.28	4.1
16.376	2.013	16.368	2.000	ex_stim	iaps	5982	7.61	4.51
21.329	1.999	21.297	2.000	in_stim	iaps	2210	4.38	3.56
23.328	2.005	23.297	2.000	in_prep	n/a	n/a	n/a	n/a
25.333	7.983	25.297	8.000	in_feel	n/a	n/a	n/a	n/a
35.532	2.006	35.528	2.000	in_stim	iaps	1630	7.26	4.45
37.538	1.993	37.528	2.000	in_prep	n/a	n/a	n/a	n/a
39.531	8.016	39.528	8.000	in_feel	n/a	n/a	n/a	n/a
52.752	1.997	52.726	2.000	ex_stim	iaps	2540	7.63	3.97
58.520	2.008	58.518	2.000	ex_stim	iaps	9120	3.2	5.77
62.800	1.990	62.784	2.000	ex_stim	iaps	4641	7.2	5.43
70.697	2.020	70.686	2.000	ex_stim	iaps	7100	5.24	2.89
75.922	1.993	75.906	2.000	ex_stim	iaps	2520	4.13	4.22
80.762	1.978	80.740	2.000	ex_stim	iaps	1050	3.46	6.87
87.228	1.991	87.202	2.000	in_stim	iaps	5623	7.19	5.67
89.219	1.989	89.202	2.000	in_prep	n/a	n/a	n/a	n/a
91.208	8.026	91.202	8.000	in_feel	n/a	n/a	n/a	n/a
104.372	2.007	104.377	2.000	in_stim	iaps	1710	8.34	5.41
106.379	2.001	106.377	2.000	in_prep	n/a	n/a	n/a	n/a
108.380	8.007	108.377	8.000	in_feel	n/a	n/a	n/a	n/a
121.069	1.999	121.066	2.000	in_stim	iaps	9623	3.04	6.05
123.068	1.999	123.066	2.000	in_prep	n/a	n/a	n/a	n/a
125.067	8.003	125.066	8.000	in_feel	n/a	n/a	n/a	n/a
135.928	2.009	135.927	2.000	ex_stim	iaps	4503	6	4.93
142.631	2.027	142.639	2.000	ex_stim	iaps	9832	2.94	4.46
147.071	1.987	147.055	2.000	ex_stim	iaps	9360	4.03	2.63
153.847	1.989	153.832	2.000	ex_stim	iaps	7175	4.87	1.72
161.086	1.994	161.076	2.000	ex_stim	iaps	4619	6.46	5.09
168.946	1.998	168.939	2.000	ex_stim	iaps	3310	4.37	5.43
176.268	2.013	176.255	2.000	ex_stim	iaps	1022	4.26	6.02
183.776	2.003	183.780	2.000	ex_stim	iaps	2020	5.68	3.34
190.077	1.998	190.061	2.000	ex_stim	iaps	6300	2.59	6.61
197.757	2.006	197.739	2.000	ex_stim	iaps	7211	4.81	4.2
202.151	1.992	202.128	2.000	ex_stim	iaps	9331	2.87	3.85
206.522	1.982	206.496	2.000	ex_stim	iaps	9622	3.1	6.26
213.305	2.020	213.305	2.000	in_stim	iaps	1610	7.82	3.08
215.325	2.007	215.305	2.000	in_prep	n/a	n/a	n/a	n/a
217.332	7.973	217.305	8.000	in_feel	n/a	n/a	n/a	n/a
227.822	2.005	227.816	2.000	ex_stim	iaps	4531	5.81	4.28
234.362	1.998	234.350	2.000	ex_stim	iaps	3250	3.78	6.29
242.273	1.999	242.263	2.000	in_stim	iaps	3170	1.46	7.21
244.272	2.003	244.263	2.000	in_prep	n/a	n/a	n/a	n/a
246.275	7.998	246.263	8.000	in_feel	n/a	n/a	n/a	n/a
257.536	1.994	257.531	2.000	ex_stim	iaps	9254	2.03	6.04
263.820	2.010	263.812	2.000	ex_stim	iaps	8475	4.85	6.52
269.038	1.976	269.024	2.000	ex_stim	iaps	4626	7.6	5.78
274.380	1.997	274.371	2.000	in_stim	iaps	5972	3.85	6.34
276.377	1.998	276.371	2.000	in_prep	n/a	n/a	n/a	n/a
278.375	7.990	278.371	8.000	in_feel	n/a	n/a	n/a	n/a
290.881	2.002	290.893	2.000	in_stim	iaps	5920	5.16	6.23
292.883	2.030	292.893	2.000	in_prep	n/a	n/a	n/a	n/a
294.913	7.990	294.893	8.000	in_feel	n/a	n/a	n/a	n/a
308.356	1.999	308.353	2.000	ex_stim	iaps	9435	2.27	5
313.265	1.967	313.242	2.000	in_stim	iaps	2060	6.49	3.8
315.232	2.003	315.242	2.000	in_prep	n/a	n/a	n/a	n/a
317.235	8.007	317.242	8.000	in_feel	n/a	n/a	n/a	n/a
328.750	2.011	328.764	2.000	ex_stim	iaps	1931	4	6.8
333.632	2.008	333.629	2.000	ex_stim	iaps	4800	6.44	7.07
339.417	2.002	339.398	2.000	in_stim	iaps	8501	7.91	6.44
341.419	1.979	341.398	2.000	in_prep	n/a	n/a	n/a	n/a
343.398	7.993	343.398	8.000	in_feel	n/a	n/a	n/a	n/a
355.404	1.979	355.375	2.000	ex_stim	iaps	7043	5.17	3.68
362.442	1.982	362.429	2.000	ex_stim	iaps	7285	5.67	3.83
367.059	1.993	367.043	2.000	ex_stim	iaps	9163	2.1	6.53
374.610	1.982	374.596	2.000	in_stim	iaps	5000	7.08	2.67
376.592	1.995	376.596	2.000	in_prep	n/a	n/a	n/a	n/a
378.587	7.998	378.596	8.000	in_feel	n/a	n/a	n/a	n/a
392.440	2.003	392.444	2.000	ex_stim	iaps	2279	4.71	3.74
400.224	2.030	400.233	2.000	ex_stim	iaps	5750	6.6	3.14
405.803	2.012	405.813	2.000	ex_stim	iaps	2058	7.91	5.09
412.940	2.002	412.935	2.000	ex_stim	iaps	4770	4.91	5.85
420.293	1.990	420.291	2.000	ex_stim	iaps	8160	5.07	6.97
