onset	duration	trial_type	fb_valence	fb_arousal
0.001	42.000	rest	n/a	n/a
42.001	4.000	fb_a_pos	0.000	0.000
46.001	10.001	feel	n/a	n/a
56.002	4.000	fb_a_pos	0.003	-0.003
60.002	9.999	feel	n/a	n/a
70.001	4.001	fb_a_pos	0.034	0.249
74.002	9.998	feel	n/a	n/a
84.000	4.000	fb_a_pos	0.637	-0.423
88.000	10.000	feel	n/a	n/a
98.000	4.001	fb_a_pos	-0.151	-0.086
102.001	10.000	rest	n/a	n/a
112.001	4.000	fb_v_neg	0.000	0.000
116.001	9.999	feel	n/a	n/a
126.000	4.001	fb_v_neg	0.091	0.414
130.001	10.001	feel	n/a	n/a
140.002	3.999	fb_v_neg	0.403	-0.011
144.001	10.001	feel	n/a	n/a
154.002	3.998	fb_v_neg	0.537	-0.411
158.000	10.001	feel	n/a	n/a
168.001	3.999	fb_v_neg	-0.506	-0.380
172.000	10.002	rest	n/a	n/a
182.002	3.999	fb_v_pos	0.000	0.000
186.001	10.001	feel	n/a	n/a
196.002	4.002	fb_v_pos	0.057	0.529
200.004	9.998	feel	n/a	n/a
210.002	3.998	fb_v_pos	-0.749	-0.046
214.000	10.002	feel	n/a	n/a
224.002	4.000	fb_v_pos	-0.423	-1.000
228.002	10.000	feel	n/a	n/a
238.002	4.001	fb_v_pos	-0.309	0.089
242.003	9.999	rest	n/a	n/a
252.002	3.999	fb_a_neg	0.000	0.000
256.001	10.001	feel	n/a	n/a
266.002	3.998	fb_a_neg	-1.000	0.657
270.000	10.001	feel	n/a	n/a
280.001	3.999	fb_a_neg	-0.157	-0.574
284.000	10.001	feel	n/a	n/a
294.001	4.001	fb_a_neg	-0.151	0.234
298.002	9.999	feel	n/a	n/a
308.001	4.001	fb_a_neg	-0.820	0.851
312.002	9.999	rest	n/a	n/a
322.001	4.001	fb_v_pos	0.000	0.000
326.002	9.999	feel	n/a	n/a
336.001	4.000	fb_v_pos	0.229	0.643
340.001	10.001	feel	n/a	n/a
350.002	4.000	fb_v_pos	-0.609	0.723
354.002	9.999	feel	n/a	n/a
364.001	4.000	fb_v_pos	-0.311	0.697
368.001	10.000	feel	n/a	n/a
378.001	4.000	fb_v_pos	-0.366	0.677
382.001	9.999	rest	n/a	n/a
392.000	4.002	fb_a_pos	0.000	0.000
396.002	9.999	feel	n/a	n/a
406.001	4.000	fb_a_pos	0.697	0.186
410.001	9.999	feel	n/a	n/a
420.000	4.002	fb_a_pos	0.083	-0.346
424.002	9.998	feel	n/a	n/a
434.000	4.001	fb_a_pos	-0.009	0.391
438.001	9.999	feel	n/a	n/a
448.000	4.000	fb_a_pos	-0.197	-0.946
452.000	10.000	rest	n/a	n/a
462.000	4.001	fb_v_neg	0.000	0.000
466.001	10.002	feel	n/a	n/a
476.003	3.998	fb_v_neg	0.771	0.414
480.001	10.002	feel	n/a	n/a
490.003	3.997	fb_v_neg	0.697	0.294
494.000	10.000	feel	n/a	n/a
504.000	4.001	fb_v_neg	0.980	-0.717
508.001	9.999	feel	n/a	n/a
518.000	4.000	fb_v_neg	0.534	-0.531
522.000	10.000	rest	n/a	n/a
532.000	4.004	fb_a_neg	0.000	0.000
536.004	9.997	feel	n/a	n/a
546.001	3.999	fb_a_neg	0.300	-0.377
550.000	10.002	feel	n/a	n/a
560.002	4.000	fb_a_neg	0.031	-1.000
564.002	10.000	feel	n/a	n/a
574.002	3.998	fb_a_neg	-0.406	-0.509
578.000	10.002	feel	n/a	n/a
588.002	3.998	fb_a_neg	0.777	-0.271
592.000	28.000	finish	n/a	n/a
