onset	duration	trial_type	fb_valence	fb_arousal
0.001	42.000	rest	n/a	n/a
42.001	4.001	fb_v_pos	0.000	0.000
46.002	9.998	feel	n/a	n/a
56.000	4.002	fb_v_pos	-0.283	0.137
60.002	9.998	feel	n/a	n/a
70.000	4.002	fb_v_pos	-0.534	0.303
74.002	9.999	feel	n/a	n/a
84.001	4.000	fb_v_pos	0.060	-0.154
88.001	9.999	feel	n/a	n/a
98.000	4.000	fb_v_pos	0.497	-0.543
102.000	10.003	rest	n/a	n/a
112.003	3.998	fb_a_pos	0.000	0.000
116.001	10.001	feel	n/a	n/a
126.002	3.999	fb_a_pos	0.246	-0.483
130.001	10.002	feel	n/a	n/a
140.003	3.999	fb_a_pos	-0.494	0.051
144.002	9.999	feel	n/a	n/a
154.001	4.000	fb_a_pos	-0.420	0.260
158.001	10.000	feel	n/a	n/a
168.001	4.000	fb_a_pos	-0.223	-0.220
172.001	10.000	rest	n/a	n/a
182.001	4.000	fb_v_neg	0.000	0.000
186.001	10.000	feel	n/a	n/a
196.001	4.001	fb_v_neg	-0.066	-0.123
200.002	10.000	feel	n/a	n/a
210.002	4.000	fb_v_neg	-0.660	-0.454
214.002	10.000	feel	n/a	n/a
224.002	3.999	fb_v_neg	-0.054	-0.077
228.001	9.999	feel	n/a	n/a
238.000	4.000	fb_v_neg	0.054	0.023
242.000	10.001	rest	n/a	n/a
252.001	4.001	fb_a_neg	0.000	0.000
256.002	10.000	feel	n/a	n/a
266.002	3.999	fb_a_neg	-0.391	0.211
270.001	10.000	feel	n/a	n/a
280.001	4.000	fb_a_neg	-0.743	0.609
284.001	9.999	feel	n/a	n/a
294.000	4.002	fb_a_neg	0.071	-0.200
298.002	10.000	feel	n/a	n/a
308.002	4.002	fb_a_neg	0.366	0.060
312.004	9.998	rest	n/a	n/a
322.002	4.000	fb_a_pos	0.000	0.000
326.002	9.999	feel	n/a	n/a
336.001	4.001	fb_a_pos	0.074	0.537
340.002	9.998	feel	n/a	n/a
350.000	4.000	fb_a_pos	-0.817	0.140
354.000	10.001	feel	n/a	n/a
364.001	4.000	fb_a_pos	-0.117	-0.437
368.001	10.000	feel	n/a	n/a
378.001	4.002	fb_a_pos	0.734	-0.831
382.003	9.998	rest	n/a	n/a
392.001	4.000	fb_v_neg	0.000	0.000
396.001	10.001	feel	n/a	n/a
406.002	3.998	fb_v_neg	-0.054	0.454
410.000	10.001	feel	n/a	n/a
420.001	4.000	fb_v_neg	0.063	0.317
424.001	10.000	feel	n/a	n/a
434.001	4.000	fb_v_neg	0.037	-0.186
438.001	10.000	feel	n/a	n/a
448.001	4.001	fb_v_neg	-0.220	0.134
452.002	9.999	rest	n/a	n/a
462.001	3.999	fb_v_pos	0.000	0.000
466.000	10.002	feel	n/a	n/a
476.002	3.998	fb_v_pos	0.817	0.360
480.000	10.000	feel	n/a	n/a
490.000	4.001	fb_v_pos	-0.229	0.620
494.001	10.000	feel	n/a	n/a
504.001	4.001	fb_v_pos	0.511	0.709
508.002	10.000	feel	n/a	n/a
518.002	3.998	fb_v_pos	-0.280	0.323
522.000	10.001	rest	n/a	n/a
532.001	4.000	fb_a_neg	0.000	0.000
536.001	9.999	feel	n/a	n/a
546.000	4.001	fb_a_neg	0.060	-0.017
550.001	10.001	feel	n/a	n/a
560.002	4.000	fb_a_neg	0.311	-0.589
564.002	10.000	feel	n/a	n/a
574.002	3.999	fb_a_neg	0.186	-0.526
578.001	10.000	feel	n/a	n/a
588.001	4.001	fb_a_neg	0.286	-0.397
592.002	27.998	finish	n/a	n/a
