onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.025	1.991	12.000	2.000	in_stim	iaps	5510	5.15	2.82
14.016	1.988	14.000	2.000	in_prep	n/a	n/a	n/a	n/a
16.004	8.022	16.000	8.000	in_feel	n/a	n/a	n/a	n/a
26.425	1.988	26.404	2.000	ex_stim	iaps	4598	6.33	5.53
31.614	1.998	31.615	2.000	ex_stim	iaps	2040	8.17	4.64
36.117	2.024	36.117	2.000	in_stim	iaps	8033	6.66	5.01
38.141	1.989	38.117	2.000	in_prep	n/a	n/a	n/a	n/a
40.130	7.988	40.117	8.000	in_feel	n/a	n/a	n/a	n/a
52.130	1.988	52.116	2.000	in_stim	iaps	7283	5.5	3.81
54.118	2.024	54.116	2.000	in_prep	n/a	n/a	n/a	n/a
56.142	7.994	56.116	8.000	in_feel	n/a	n/a	n/a	n/a
69.181	1.989	69.162	2.000	ex_stim	iaps	7492	7.41	4.91
75.834	2.023	75.828	2.000	ex_stim	iaps	5950	5.99	6.79
82.350	1.990	82.314	2.000	ex_stim	iaps	4597	6.95	5.91
87.085	1.996	87.072	2.000	ex_stim	iaps	5010	7.14	3
92.782	1.997	92.767	2.000	ex_stim	iaps	2095	1.79	5.25
100.607	1.985	100.586	2.000	ex_stim	iaps	8158	6.53	6.49
105.163	1.988	105.126	2.000	in_stim	iaps	3063	1.49	6.35
107.151	1.988	107.126	2.000	in_prep	n/a	n/a	n/a	n/a
109.139	8.018	109.126	8.000	in_feel	n/a	n/a	n/a	n/a
121.372	2.020	121.364	2.000	ex_stim	iaps	2217	6.24	4.08
125.592	1.990	125.555	2.000	in_stim	iaps	9322	2.24	5.73
127.582	1.989	127.555	2.000	in_prep	n/a	n/a	n/a	n/a
129.571	8.019	129.555	8.000	in_feel	n/a	n/a	n/a	n/a
140.365	1.988	140.337	2.000	ex_stim	iaps	2352	6.94	4.99
146.397	1.989	146.371	2.000	ex_stim	iaps	8190	8.1	6.28
152.096	1.996	152.067	2.000	ex_stim	iaps	1301	3.7	5.77
159.816	1.989	159.784	2.000	ex_stim	iaps	9415	2.82	4.91
166.226	2.022	166.213	2.000	ex_stim	iaps	9184	2.47	5.75
171.743	2.023	171.736	2.000	ex_stim	iaps	5760	8.05	3.22
175.994	1.989	175.971	2.000	ex_stim	iaps	1620	7.37	3.54
182.162	1.996	182.144	2.000	ex_stim	iaps	5833	8.22	5.71
188.275	1.989	188.249	2.000	ex_stim	iaps	6550	2.73	7.09
