onset	duration	trial_type	fb_valence	fb_arousal
0.001	42.002	rest	n/a	n/a
42.003	3.998	fb_a_neg	0.000	0.000
46.001	10.000	feel	n/a	n/a
56.001	4.000	fb_a_neg	0.089	0.469
60.001	9.999	feel	n/a	n/a
70.000	4.001	fb_a_neg	0.023	-0.777
74.001	10.001	feel	n/a	n/a
84.002	3.999	fb_a_neg	-0.286	-0.831
88.001	10.001	feel	n/a	n/a
98.002	3.999	fb_a_neg	0.443	-0.814
102.001	10.000	rest	n/a	n/a
112.001	3.999	fb_v_pos	0.000	0.000
116.000	10.000	feel	n/a	n/a
126.000	4.001	fb_v_pos	0.023	0.340
130.001	10.000	feel	n/a	n/a
140.001	3.999	fb_v_pos	0.006	0.660
144.000	10.001	feel	n/a	n/a
154.001	4.001	fb_v_pos	0.217	0.143
158.002	9.999	feel	n/a	n/a
168.001	4.000	fb_v_pos	0.566	0.660
172.001	10.001	rest	n/a	n/a
182.002	4.000	fb_a_pos	0.000	0.000
186.002	9.999	feel	n/a	n/a
196.001	4.001	fb_a_pos	0.143	0.074
200.002	9.999	feel	n/a	n/a
210.001	4.000	fb_a_pos	0.243	0.114
214.001	9.999	feel	n/a	n/a
224.000	4.002	fb_a_pos	0.394	-0.529
228.002	10.000	feel	n/a	n/a
238.002	3.998	fb_a_pos	-0.431	0.817
242.000	10.002	rest	n/a	n/a
252.002	3.998	fb_v_neg	0.000	0.000
256.000	10.000	feel	n/a	n/a
266.000	4.001	fb_v_neg	-0.597	0.283
270.001	10.001	feel	n/a	n/a
280.002	3.998	fb_v_neg	-0.180	-0.017
284.000	10.002	feel	n/a	n/a
294.002	4.000	fb_v_neg	-0.249	0.051
298.002	9.999	feel	n/a	n/a
308.001	4.001	fb_v_neg	-0.480	0.657
312.002	10.000	rest	n/a	n/a
322.002	4.000	fb_v_pos	0.000	0.000
326.002	9.999	feel	n/a	n/a
336.001	4.000	fb_v_pos	0.246	0.009
340.001	10.000	feel	n/a	n/a
350.001	4.001	fb_v_pos	0.046	-0.151
354.002	10.000	feel	n/a	n/a
364.002	3.999	fb_v_pos	0.217	-0.157
368.001	9.999	feel	n/a	n/a
378.000	4.001	fb_v_pos	0.463	-0.146
382.001	10.000	rest	n/a	n/a
392.001	4.000	fb_a_pos	0.000	0.000
396.001	10.001	feel	n/a	n/a
406.002	4.000	fb_a_pos	0.931	-0.131
410.002	10.000	feel	n/a	n/a
420.002	3.998	fb_a_pos	0.537	0.134
424.000	10.000	feel	n/a	n/a
434.000	4.001	fb_a_pos	0.297	0.331
438.001	10.001	feel	n/a	n/a
448.002	3.999	fb_a_pos	0.340	0.631
452.001	10.000	rest	n/a	n/a
462.001	4.001	fb_a_neg	0.000	0.000
466.002	9.999	feel	n/a	n/a
476.001	3.999	fb_a_neg	0.463	0.086
480.000	10.001	feel	n/a	n/a
490.001	4.000	fb_a_neg	0.540	-0.134
494.001	10.000	feel	n/a	n/a
504.001	4.001	fb_a_neg	0.057	-0.794
508.002	9.998	feel	n/a	n/a
518.000	4.001	fb_a_neg	-0.031	-0.563
522.001	10.000	rest	n/a	n/a
532.001	4.000	fb_v_neg	0.000	0.000
536.001	10.001	feel	n/a	n/a
546.002	3.999	fb_v_neg	0.074	-0.351
550.001	9.999	feel	n/a	n/a
560.000	4.001	fb_v_neg	-0.157	0.171
564.001	10.001	feel	n/a	n/a
574.002	3.999	fb_v_neg	-0.069	0.251
578.001	10.001	feel	n/a	n/a
588.002	3.998	fb_v_neg	-0.514	0.003
592.000	28.000	finish	n/a	n/a
