onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.017	2.003	12.000	2.000	ex_stim	iaps	1750	8.28	4.1
16.379	1.993	16.368	2.000	ex_stim	iaps	5982	7.61	4.51
21.325	1.993	21.297	2.000	in_stim	iaps	2210	4.38	3.56
23.318	1.993	23.297	2.000	in_prep	n/a	n/a	n/a	n/a
25.311	8.004	25.297	8.000	in_feel	n/a	n/a	n/a	n/a
35.547	1.994	35.528	2.000	in_stim	iaps	1630	7.26	4.45
37.541	1.992	37.528	2.000	in_prep	n/a	n/a	n/a	n/a
39.533	8.025	39.528	8.000	in_feel	n/a	n/a	n/a	n/a
52.756	1.992	52.726	2.000	ex_stim	iaps	2540	7.63	3.97
58.523	2.027	58.518	2.000	ex_stim	iaps	9120	3.2	5.77
62.816	1.992	62.784	2.000	ex_stim	iaps	4641	7.2	5.43
70.713	1.982	70.686	2.000	ex_stim	iaps	7100	5.24	2.89
75.922	1.990	75.906	2.000	ex_stim	iaps	2520	4.13	4.22
80.760	1.992	80.740	2.000	ex_stim	iaps	1050	3.46	6.87
87.212	1.990	87.202	2.000	in_stim	iaps	5623	7.19	5.67
89.202	2.026	89.202	2.000	in_prep	n/a	n/a	n/a	n/a
91.228	8.005	91.202	8.000	in_feel	n/a	n/a	n/a	n/a
104.396	1.993	104.377	2.000	in_stim	iaps	1710	8.34	5.41
106.389	1.998	106.377	2.000	in_prep	n/a	n/a	n/a	n/a
108.387	8.010	108.377	8.000	in_feel	n/a	n/a	n/a	n/a
121.067	2.027	121.066	2.000	in_stim	iaps	9623	3.04	6.05
123.094	1.991	123.066	2.000	in_prep	n/a	n/a	n/a	n/a
125.085	7.984	125.066	8.000	in_feel	n/a	n/a	n/a	n/a
135.955	1.994	135.927	2.000	ex_stim	iaps	4503	6	4.93
142.649	1.988	142.639	2.000	ex_stim	iaps	9832	2.94	4.46
147.075	1.992	147.055	2.000	ex_stim	iaps	9360	4.03	2.63
153.841	1.992	153.832	2.000	ex_stim	iaps	7175	4.87	1.72
161.085	2.001	161.076	2.000	ex_stim	iaps	4619	6.46	5.09
168.961	1.971	168.939	2.000	ex_stim	iaps	3310	4.37	5.43
176.251	2.014	176.255	2.000	ex_stim	iaps	1022	4.26	6.02
183.777	2.009	183.780	2.000	ex_stim	iaps	2020	5.68	3.34
190.057	2.026	190.061	2.000	ex_stim	iaps	6300	2.59	6.61
197.743	1.993	197.739	2.000	ex_stim	iaps	7211	4.81	4.2
202.151	1.992	202.128	2.000	ex_stim	iaps	9331	2.87	3.85
206.518	1.990	206.496	2.000	ex_stim	iaps	9622	3.1	6.26
213.317	1.991	213.305	2.000	in_stim	iaps	1610	7.82	3.08
215.308	1.992	215.305	2.000	in_prep	n/a	n/a	n/a	n/a
217.300	8.026	217.305	8.000	in_feel	n/a	n/a	n/a	n/a
227.832	2.010	227.816	2.000	ex_stim	iaps	4531	5.81	4.28
234.342	2.026	234.350	2.000	ex_stim	iaps	3250	3.78	6.29
242.279	1.982	242.263	2.000	in_stim	iaps	3170	1.46	7.21
