onset	duration	trial_type	fb_valence	fb_arousal
0.001	41.999	rest	n/a	n/a
42.000	4.000	fb_v_pos	0.000	0.000
46.000	10.002	feel	n/a	n/a
56.002	4.000	fb_v_pos	0.403	0.183
60.002	10.000	feel	n/a	n/a
70.002	4.000	fb_v_pos	0.046	-0.151
74.002	10.000	feel	n/a	n/a
84.002	3.999	fb_v_pos	0.217	-0.157
88.001	10.000	feel	n/a	n/a
98.001	4.000	fb_v_pos	0.463	-0.146
102.001	10.000	rest	n/a	n/a
112.001	4.000	fb_a_pos	0.000	0.000
116.001	9.999	feel	n/a	n/a
126.000	4.000	fb_a_pos	0.931	0.137
130.000	10.001	feel	n/a	n/a
140.001	4.001	fb_a_pos	0.366	-0.080
144.002	9.999	feel	n/a	n/a
154.001	4.001	fb_a_pos	0.297	0.331
158.002	10.000	feel	n/a	n/a
168.002	4.000	fb_a_pos	0.294	0.671
172.002	10.000	rest	n/a	n/a
182.002	3.999	fb_a_neg	0.000	0.000
186.001	10.001	feel	n/a	n/a
196.002	3.999	fb_a_neg	0.651	0.051
200.001	10.000	feel	n/a	n/a
210.001	3.999	fb_a_neg	0.540	-0.134
214.000	10.001	feel	n/a	n/a
224.001	3.999	fb_a_neg	0.057	-0.794
228.000	10.002	feel	n/a	n/a
238.002	4.000	fb_a_neg	-0.031	-0.563
242.002	9.998	rest	n/a	n/a
252.000	4.002	fb_v_neg	0.000	0.000
256.002	10.000	feel	n/a	n/a
266.002	3.999	fb_v_neg	0.074	-0.351
270.001	10.001	feel	n/a	n/a
280.002	3.999	fb_v_neg	-0.083	0.111
284.001	10.000	feel	n/a	n/a
294.001	4.001	fb_v_neg	-0.069	0.251
298.002	9.999	feel	n/a	n/a
308.001	3.999	fb_v_neg	-0.514	0.003
312.000	10.001	rest	n/a	n/a
322.001	4.001	fb_a_neg	0.000	0.000
326.002	9.998	feel	n/a	n/a
336.000	4.002	fb_a_neg	0.060	0.477
340.002	10.000	feel	n/a	n/a
350.002	3.999	fb_a_neg	0.023	-0.777
354.001	10.001	feel	n/a	n/a
364.002	3.999	fb_a_neg	-0.003	-0.831
368.001	10.000	feel	n/a	n/a
378.001	4.001	fb_a_neg	0.160	-0.571
382.002	9.999	rest	n/a	n/a
392.001	4.001	fb_v_pos	0.000	0.000
396.002	9.999	feel	n/a	n/a
406.001	4.001	fb_v_pos	0.023	0.340
410.002	9.998	feel	n/a	n/a
420.000	4.002	fb_v_pos	-0.277	0.634
424.002	10.000	feel	n/a	n/a
434.002	3.998	fb_v_pos	0.217	0.143
438.000	10.002	feel	n/a	n/a
448.002	4.000	fb_v_pos	0.291	0.880
452.002	9.999	rest	n/a	n/a
462.001	4.000	fb_a_pos	0.000	0.000
466.001	10.000	feel	n/a	n/a
476.001	4.000	fb_a_pos	0.143	0.074
480.001	10.000	feel	n/a	n/a
490.001	4.000	fb_a_pos	0.243	0.114
494.001	10.002	feel	n/a	n/a
504.003	3.998	fb_a_pos	0.574	-0.400
508.001	10.001	feel	n/a	n/a
518.002	3.998	fb_a_pos	-0.431	0.817
522.000	10.000	rest	n/a	n/a
532.000	4.000	fb_v_neg	0.000	0.000
536.000	10.001	feel	n/a	n/a
546.001	4.000	fb_v_neg	-0.597	0.183
550.001	10.000	feel	n/a	n/a
560.001	3.999	fb_v_neg	-0.180	-0.017
564.000	10.000	feel	n/a	n/a
574.000	4.001	fb_v_neg	-0.134	0.240
578.001	10.001	feel	n/a	n/a
588.002	3.999	fb_v_neg	-0.480	0.657
592.001	27.999	finish	n/a	n/a
