onset	duration	trial_type	fb_valence	fb_arousal
0.001	42.000	rest	n/a	n/a
42.001	3.999	fb_a_neg	0.000	0.000
46.000	10.002	feel	n/a	n/a
56.002	3.999	fb_a_neg	-0.029	0.083
60.001	10.000	feel	n/a	n/a
70.001	4.000	fb_a_neg	-0.206	-0.677
74.001	10.000	feel	n/a	n/a
84.001	4.001	fb_a_neg	-0.391	-0.349
88.002	9.998	feel	n/a	n/a
98.000	4.001	fb_a_neg	-0.146	0.117
102.001	10.000	rest	n/a	n/a
112.001	4.000	fb_v_pos	0.000	0.000
116.001	10.000	feel	n/a	n/a
126.001	4.000	fb_v_pos	-0.254	-0.211
130.001	9.999	feel	n/a	n/a
140.000	4.000	fb_v_pos	-0.354	-0.503
144.000	10.001	feel	n/a	n/a
154.001	4.001	fb_v_pos	-0.263	0.037
158.002	9.998	feel	n/a	n/a
168.000	4.001	fb_v_pos	0.131	-0.023
172.001	10.001	rest	n/a	n/a
182.002	3.999	fb_a_pos	0.000	0.000
186.001	10.000	feel	n/a	n/a
196.001	3.999	fb_a_pos	-0.077	0.286
200.000	10.001	feel	n/a	n/a
210.001	3.999	fb_a_pos	-0.811	0.220
214.000	10.000	feel	n/a	n/a
224.000	4.001	fb_a_pos	-0.606	0.143
228.001	10.001	feel	n/a	n/a
238.002	4.001	fb_a_pos	-0.480	0.440
242.003	10.000	rest	n/a	n/a
252.003	3.998	fb_v_neg	0.000	0.000
256.001	9.999	feel	n/a	n/a
266.000	4.002	fb_v_neg	0.143	-0.491
270.002	10.000	feel	n/a	n/a
280.002	4.000	fb_v_neg	-0.497	-0.217
284.002	10.000	feel	n/a	n/a
294.002	3.999	fb_v_neg	-0.120	-0.263
298.001	10.000	feel	n/a	n/a
308.001	4.001	fb_v_neg	0.697	-0.369
312.002	9.998	rest	n/a	n/a
322.000	4.002	fb_v_pos	0.000	0.000
326.002	9.998	feel	n/a	n/a
336.000	4.001	fb_v_pos	0.026	-0.214
340.001	10.000	feel	n/a	n/a
350.001	4.000	fb_v_pos	-0.146	0.823
354.001	10.001	feel	n/a	n/a
364.002	3.998	fb_v_pos	0.697	0.451
368.000	10.000	feel	n/a	n/a
378.000	4.002	fb_v_pos	-0.434	-0.106
382.002	10.000	rest	n/a	n/a
392.002	3.999	fb_a_pos	0.000	0.000
396.001	10.001	feel	n/a	n/a
406.002	3.998	fb_a_pos	0.003	-0.569
410.000	10.001	feel	n/a	n/a
420.001	4.000	fb_a_pos	0.249	-0.671
424.001	10.000	feel	n/a	n/a
434.001	3.999	fb_a_pos	-0.434	-0.789
438.000	10.002	feel	n/a	n/a
448.002	3.999	fb_a_pos	-0.354	-0.169
452.001	10.000	rest	n/a	n/a
462.001	4.000	fb_a_neg	0.000	0.000
466.001	10.001	feel	n/a	n/a
476.002	3.999	fb_a_neg	0.863	-0.269
480.001	10.000	feel	n/a	n/a
490.001	3.999	fb_a_neg	0.780	0.160
494.000	10.002	feel	n/a	n/a
504.002	4.000	fb_a_neg	0.980	0.383
508.002	9.999	feel	n/a	n/a
518.001	3.999	fb_a_neg	0.289	0.140
522.000	10.000	rest	n/a	n/a
532.000	4.001	fb_v_neg	0.000	0.000
536.001	10.000	feel	n/a	n/a
546.001	4.001	fb_v_neg	-1.000	-0.251
550.002	10.000	feel	n/a	n/a
560.002	3.999	fb_v_neg	-1.000	0.394
564.001	10.002	feel	n/a	n/a
574.003	3.998	fb_v_neg	-0.880	0.514
578.001	10.000	feel	n/a	n/a
588.001	4.001	fb_v_neg	-0.429	-0.557
592.002	27.998	finish	n/a	n/a
