onset	duration	trial_type	fb_valence	fb_arousal
0.001	41.999	rest	n/a	n/a
42.000	4.001	fb_a_neg	0.000	0.000
46.001	9.999	feel	n/a	n/a
56.000	4.001	fb_a_neg	0.089	0.469
60.001	10.000	feel	n/a	n/a
70.001	4.000	fb_a_neg	0.023	-0.777
74.001	10.000	feel	n/a	n/a
84.001	3.999	fb_a_neg	-0.286	-0.831
88.000	10.002	feel	n/a	n/a
98.002	3.998	fb_a_neg	0.443	-0.814
102.000	10.003	rest	n/a	n/a
112.003	3.998	fb_v_pos	0.000	0.000
116.001	10.002	feel	n/a	n/a
126.003	3.998	fb_v_pos	0.023	0.340
130.001	10.002	feel	n/a	n/a
140.003	3.999	fb_v_pos	-0.277	0.634
144.002	10.000	feel	n/a	n/a
154.002	3.999	fb_v_pos	0.217	0.143
158.001	10.000	feel	n/a	n/a
168.001	4.002	fb_v_pos	0.291	0.880
172.003	9.998	rest	n/a	n/a
182.001	4.001	fb_a_pos	0.000	0.000
186.002	9.999	feel	n/a	n/a
196.001	3.999	fb_a_pos	0.143	0.074
200.000	10.001	feel	n/a	n/a
210.001	4.001	fb_a_pos	0.243	0.114
214.002	9.999	feel	n/a	n/a
224.001	4.001	fb_a_pos	0.574	-0.400
228.002	10.000	feel	n/a	n/a
238.002	3.999	fb_a_pos	-0.560	0.660
242.001	10.001	rest	n/a	n/a
252.002	4.000	fb_v_neg	0.000	0.000
256.002	9.999	feel	n/a	n/a
266.001	4.001	fb_v_neg	-0.597	0.183
270.002	9.999	feel	n/a	n/a
280.001	4.001	fb_v_neg	-0.294	-0.071
284.002	9.999	feel	n/a	n/a
294.001	4.000	fb_v_neg	-0.134	0.240
298.001	10.000	feel	n/a	n/a
308.001	4.001	fb_v_neg	-0.517	0.374
312.002	10.000	rest	n/a	n/a
322.002	3.999	fb_v_pos	0.000	0.000
326.001	10.001	feel	n/a	n/a
336.002	4.000	fb_v_pos	0.374	0.191
340.002	9.998	feel	n/a	n/a
350.000	4.001	fb_v_pos	0.046	-0.151
354.001	10.000	feel	n/a	n/a
364.001	4.000	fb_v_pos	0.217	-0.157
368.001	9.999	feel	n/a	n/a
378.000	4.001	fb_v_pos	0.463	-0.146
382.001	9.999	rest	n/a	n/a
392.000	4.001	fb_a_pos	0.000	0.000
396.001	9.999	feel	n/a	n/a
406.000	4.000	fb_a_pos	0.931	-0.131
410.000	10.000	feel	n/a	n/a
420.000	4.001	fb_a_pos	0.537	0.134
424.001	9.999	feel	n/a	n/a
434.000	4.001	fb_a_pos	0.297	0.331
438.001	10.001	feel	n/a	n/a
448.002	3.999	fb_a_pos	0.294	0.671
452.001	9.999	rest	n/a	n/a
462.000	4.000	fb_a_neg	0.000	0.000
466.000	10.002	feel	n/a	n/a
476.002	4.000	fb_a_neg	0.463	0.086
480.002	9.999	feel	n/a	n/a
490.001	4.001	fb_a_neg	0.540	-0.134
494.002	9.999	feel	n/a	n/a
504.001	3.999	fb_a_neg	0.057	-0.794
508.000	10.002	feel	n/a	n/a
518.002	4.000	fb_a_neg	-0.031	-0.563
522.002	10.001	rest	n/a	n/a
532.003	3.998	fb_v_neg	0.000	0.000
536.001	10.001	feel	n/a	n/a
546.002	3.999	fb_v_neg	0.074	-0.351
550.001	10.000	feel	n/a	n/a
560.001	4.001	fb_v_neg	-0.157	0.171
564.002	10.000	feel	n/a	n/a
574.002	3.999	fb_v_neg	-0.069	0.251
578.001	10.000	feel	n/a	n/a
588.001	4.001	fb_v_neg	-0.514	0.003
592.002	27.998	finish	n/a	n/a
