onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.036	1.974	12.000	2.000	ex_stim	iaps	1750	8.28	4.1
16.394	2.005	16.368	2.000	ex_stim	iaps	5982	7.61	4.51
21.318	2.014	21.297	2.000	in_stim	iaps	2210	4.38	3.56
23.332	1.990	23.297	2.000	in_prep	n/a	n/a	n/a	n/a
25.322	7.979	25.297	8.000	in_feel	n/a	n/a	n/a	n/a
35.553	1.985	35.528	2.000	in_stim	iaps	1630	7.26	4.45
37.538	2.001	37.528	2.000	in_prep	n/a	n/a	n/a	n/a
39.539	8.019	39.528	8.000	in_feel	n/a	n/a	n/a	n/a
52.763	1.995	52.726	2.000	ex_stim	iaps	2540	7.63	3.97
58.553	1.994	58.518	2.000	ex_stim	iaps	9120	3.2	5.77
62.816	1.991	62.784	2.000	ex_stim	iaps	4641	7.2	5.43
70.693	2.006	70.686	2.000	ex_stim	iaps	7100	5.24	2.89
75.942	1.993	75.906	2.000	ex_stim	iaps	2520	4.13	4.22
80.758	2.015	80.740	2.000	ex_stim	iaps	1050	3.46	6.87
87.207	1.996	87.202	2.000	in_stim	iaps	5623	7.19	5.67
89.203	2.023	89.202	2.000	in_prep	n/a	n/a	n/a	n/a
91.226	8.008	91.202	8.000	in_feel	n/a	n/a	n/a	n/a
104.404	1.977	104.377	2.000	in_stim	iaps	1710	8.34	5.41
106.381	2.023	106.377	2.000	in_prep	n/a	n/a	n/a	n/a
108.404	7.988	108.377	8.000	in_feel	n/a	n/a	n/a	n/a
121.062	2.023	121.066	2.000	in_stim	iaps	9623	3.04	6.05
123.085	1.991	123.066	2.000	in_prep	n/a	n/a	n/a	n/a
125.076	8.008	125.066	8.000	in_feel	n/a	n/a	n/a	n/a
135.935	2.001	135.927	2.000	ex_stim	iaps	4503	6	4.93
142.644	2.022	142.639	2.000	ex_stim	iaps	9832	2.94	4.46
147.055	2.019	147.055	2.000	ex_stim	iaps	9360	4.03	2.63
153.859	2.004	153.832	2.000	ex_stim	iaps	7175	4.87	1.72
161.093	2.012	161.076	2.000	ex_stim	iaps	4619	6.46	5.09
168.960	1.984	168.939	2.000	ex_stim	iaps	3310	4.37	5.43
176.275	1.987	176.255	2.000	ex_stim	iaps	1022	4.26	6.02
183.772	2.032	183.780	2.000	ex_stim	iaps	2020	5.68	3.34
190.081	1.980	190.061	2.000	ex_stim	iaps	6300	2.59	6.61
197.752	2.011	197.739	2.000	ex_stim	iaps	7211	4.81	4.2
202.139	1.996	202.128	2.000	ex_stim	iaps	9331	2.87	3.85
206.514	2.010	206.496	2.000	ex_stim	iaps	9622	3.1	6.26
213.312	2.015	213.305	2.000	in_stim	iaps	1610	7.82	3.08
215.327	1.996	215.305	2.000	in_prep	n/a	n/a	n/a	n/a
217.323	7.992	217.305	8.000	in_feel	n/a	n/a	n/a	n/a
227.844	1.971	227.816	2.000	ex_stim	iaps	4531	5.81	4.28
234.355	2.019	234.350	2.000	ex_stim	iaps	3250	3.78	6.29
242.278	1.989	242.263	2.000	in_stim	iaps	3170	1.46	7.21
244.267	1.998	244.263	2.000	in_prep	n/a	n/a	n/a	n/a
246.265	7.987	246.263	8.000	in_feel	n/a	n/a	n/a	n/a
257.522	2.025	257.531	2.000	ex_stim	iaps	9254	2.03	6.04
263.809	2.021	263.812	2.000	ex_stim	iaps	8475	4.85	6.52
269.020	2.011	269.024	2.000	ex_stim	iaps	4626	7.6	5.78
274.375	2.015	274.371	2.000	in_stim	iaps	5972	3.85	6.34
276.390	1.972	276.371	2.000	in_prep	n/a	n/a	n/a	n/a
278.362	8.019	278.371	8.000	in_feel	n/a	n/a	n/a	n/a
290.885	2.025	290.893	2.000	in_stim	iaps	5920	5.16	6.23
292.910	1.991	292.893	2.000	in_prep	n/a	n/a	n/a	n/a
