onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.020	2.013	12.000	2.000	in_stim	iaps	5510	5.15	2.82
14.033	1.999	14.000	2.000	in_prep	n/a	n/a	n/a	n/a
16.032	7.982	16.000	8.000	in_feel	n/a	n/a	n/a	n/a
26.407	2.014	26.404	2.000	ex_stim	iaps	4598	6.33	5.53
31.611	2.012	31.615	2.000	ex_stim	iaps	2040	8.17	4.64
36.121	2.014	36.117	2.000	in_stim	iaps	8033	6.66	5.01
38.135	1.979	38.117	2.000	in_prep	n/a	n/a	n/a	n/a
40.114	8.026	40.117	8.000	in_feel	n/a	n/a	n/a	n/a
52.129	2.015	52.116	2.000	in_stim	iaps	7283	5.5	3.81
54.144	1.983	54.116	2.000	in_prep	n/a	n/a	n/a	n/a
56.127	8.013	56.116	8.000	in_feel	n/a	n/a	n/a	n/a
69.169	2.014	69.162	2.000	ex_stim	iaps	7492	7.41	4.91
75.859	1.977	75.828	2.000	ex_stim	iaps	5950	5.99	6.79
82.345	1.978	82.314	2.000	ex_stim	iaps	4597	6.95	5.91
87.092	2.013	87.072	2.000	ex_stim	iaps	5010	7.14	3
92.783	2.012	92.767	2.000	ex_stim	iaps	2095	1.79	5.25
100.625	1.980	100.586	2.000	ex_stim	iaps	8158	6.53	6.49
105.137	1.998	105.126	2.000	in_stim	iaps	3063	1.49	6.35
107.135	2.012	107.126	2.000	in_prep	n/a	n/a	n/a	n/a
109.147	8.015	109.126	8.000	in_feel	n/a	n/a	n/a	n/a
121.393	1.979	121.364	2.000	ex_stim	iaps	2217	6.24	4.08
125.592	1.977	125.555	2.000	in_stim	iaps	9322	2.24	5.73
127.569	2.013	127.555	2.000	in_prep	n/a	n/a	n/a	n/a
129.582	7.997	129.555	8.000	in_feel	n/a	n/a	n/a	n/a
140.354	2.012	140.337	2.000	ex_stim	iaps	2352	6.94	4.99
146.390	2.013	146.371	2.000	ex_stim	iaps	8190	8.1	6.28
152.081	2.013	152.067	2.000	ex_stim	iaps	1301	3.7	5.77
159.817	1.979	159.784	2.000	ex_stim	iaps	9415	2.82	4.91
166.246	1.978	166.213	2.000	ex_stim	iaps	9184	2.47	5.75
171.761	1.993	171.736	2.000	ex_stim	iaps	5760	8.05	3.22
176.009	1.978	175.971	2.000	ex_stim	iaps	1620	7.37	3.54
182.185	1.978	182.144	2.000	ex_stim	iaps	5833	8.22	5.71
188.290	1.980	188.249	2.000	ex_stim	iaps	6550	2.73	7.09
195.870	1.988	195.835	2.000	ex_stim	iaps	5395	5.34	4.23
202.821	1.982	202.775	2.000	ex_stim	iaps	8200	7.54	6.35
209.182	2.012	209.164	2.000	ex_stim	iaps	3102	1.4	6.58
