onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.034	1.967	12.000	2.000	in_stim	iaps	5510	5.15	2.82
14.001	2.002	14.000	2.000	in_prep	n/a	n/a	n/a	n/a
16.003	8.009	16.000	8.000	in_feel	n/a	n/a	n/a	n/a
26.431	2.001	26.404	2.000	ex_stim	iaps	4598	6.33	5.53
31.640	2.003	31.615	2.000	ex_stim	iaps	2040	8.17	4.64
36.127	2.002	36.117	2.000	in_stim	iaps	8033	6.66	5.01
38.129	2.006	38.117	2.000	in_prep	n/a	n/a	n/a	n/a
40.135	8.004	40.117	8.000	in_feel	n/a	n/a	n/a	n/a
52.141	2.001	52.116	2.000	in_stim	iaps	7283	5.5	3.81
54.142	2.001	54.116	2.000	in_prep	n/a	n/a	n/a	n/a
56.143	7.970	56.116	8.000	in_feel	n/a	n/a	n/a	n/a
69.166	2.002	69.162	2.000	ex_stim	iaps	7492	7.41	4.91
75.858	1.999	75.828	2.000	ex_stim	iaps	5950	5.99	6.79
82.341	2.004	82.314	2.000	ex_stim	iaps	4597	6.95	5.91
87.104	1.999	87.072	2.000	ex_stim	iaps	5010	7.14	3
92.799	2.002	92.767	2.000	ex_stim	iaps	2095	1.79	5.25
100.611	2.002	100.586	2.000	ex_stim	iaps	8158	6.53	6.49
105.130	2.001	105.126	2.000	in_stim	iaps	3063	1.49	6.35
107.131	2.005	107.126	2.000	in_prep	n/a	n/a	n/a	n/a
109.136	8.002	109.126	8.000	in_feel	n/a	n/a	n/a	n/a
121.385	2.002	121.364	2.000	ex_stim	iaps	2217	6.24	4.08
125.594	1.971	125.555	2.000	in_stim	iaps	9322	2.24	5.73
127.565	2.017	127.555	2.000	in_prep	n/a	n/a	n/a	n/a
129.582	8.004	129.555	8.000	in_feel	n/a	n/a	n/a	n/a
140.346	2.002	140.337	2.000	ex_stim	iaps	2352	6.94	4.99
146.386	2.001	146.371	2.000	ex_stim	iaps	8190	8.1	6.28
152.077	2.000	152.067	2.000	ex_stim	iaps	1301	3.7	5.77
159.810	2.001	159.784	2.000	ex_stim	iaps	9415	2.82	4.91
166.226	2.004	166.213	2.000	ex_stim	iaps	9184	2.47	5.75
171.748	2.003	171.736	2.000	ex_stim	iaps	5760	8.05	3.22
175.994	2.002	175.971	2.000	ex_stim	iaps	1620	7.37	3.54
182.173	2.003	182.144	2.000	ex_stim	iaps	5833	8.22	5.71
188.294	1.972	188.249	2.000	ex_stim	iaps	6550	2.73	7.09
195.853	2.002	195.835	2.000	ex_stim	iaps	5395	5.34	4.23
202.823	1.969	202.775	2.000	ex_stim	iaps	8200	7.54	6.35
209.209	2.000	209.164	2.000	ex_stim	iaps	3102	1.4	6.58
216.626	2.002	216.586	2.000	ex_stim	iaps	6563	1.77	6.85
221.015	2.003	220.992	2.000	in_stim	iaps	7010	4.94	1.76
223.018	2.000	222.992	2.000	in_prep	n/a	n/a	n/a	n/a
225.018	8.005	224.992	8.000	in_feel	n/a	n/a	n/a	n/a
237.232	2.001	237.216	2.000	ex_stim	iaps	2222	7.11	4.08
242.451	2.000	242.427	2.000	in_stim	iaps	8341	6.25	6.4
244.451	2.003	244.427	2.000	in_prep	n/a	n/a	n/a	n/a
246.454	7.988	246.427	8.000	in_feel	n/a	n/a	n/a	n/a
260.207	2.001	260.175	2.000	ex_stim	iaps	9220	2.06	4
265.900	1.972	265.853	2.000	in_stim	iaps	9145	3.2	5.05
267.872	2.002	267.853	2.000	in_prep	n/a	n/a	n/a	n/a
269.874	8.028	269.853	8.000	in_feel	n/a	n/a	n/a	n/a
279.979	2.001	279.955	2.000	ex_stim	iaps	4490	6.27	6.06
284.913	2.001	284.898	2.000	in_stim	iaps	9402	4.48	5.07
286.914	2.000	286.898	2.000	in_prep	n/a	n/a	n/a	n/a
288.914	8.004	288.898	8.000	in_feel	n/a	n/a	n/a	n/a
301.921	2.001	301.894	2.000	in_stim	iaps	6231	2.49	6.82
303.922	2.002	303.894	2.000	in_prep	n/a	n/a	n/a	n/a
305.924	8.017	305.894	8.000	in_feel	n/a	n/a	n/a	n/a
319.496	1.999	319.474	2.000	ex_stim	iaps	5020	6.32	2.63
326.427	2.002	326.397	2.000	ex_stim	iaps	4235	5.39	5.29
331.568	2.004	331.547	2.000	ex_stim	iaps	8186	7.01	6.84
338.745	2.008	338.720	2.000	ex_stim	iaps	7217	4.82	2.43
343.651	2.000	343.632	2.000	ex_stim	iaps	9102	3.34	4.84
349.858	2.002	349.818	2.000	ex_stim	iaps	3000	1.45	7.26
355.172	2.001	355.137	2.000	ex_stim	iaps	2271	4.2	3.74
361.845	2.001	361.825	2.000	ex_stim	iaps	1333	6.11	3.17
368.648	2.015	368.623	2.000	in_stim	iaps	4668	6.67	7.13
370.663	2.000	370.623	2.000	in_prep	n/a	n/a	n/a	n/a
372.663	8.005	372.623	8.000	in_feel	n/a	n/a	n/a	n/a
384.945	2.000	384.920	2.000	ex_stim	iaps	9426	3.08	5.28
391.774	1.967	391.717	2.000	ex_stim	iaps	9700	4.77	3.21
399.364	2.009	399.326	2.000	in_stim	iaps	4008	5.91	5.66
401.373	2.001	401.326	2.000	in_prep	n/a	n/a	n/a	n/a
403.374	8.002	403.326	8.000	in_feel	n/a	n/a	n/a	n/a
415.342	2.001	415.285	2.000	ex_stim	iaps	4649	5.77	5.99
420.380	2.003	420.343	2.000	ex_stim	iaps	2302	6.43	3.64
427.144	2.009	427.098	2.000	in_stim	iaps	2320	6.17	2.9
429.153	2.009	429.098	2.000	in_prep	n/a	n/a	n/a	n/a
431.162	7.973	431.098	8.000	in_feel	n/a	n/a	n/a	n/a
444.484	2.003	444.451	2.000	ex_stim	iaps	8231	3.77	5.24
452.391	1.999	452.347	2.000	ex_stim	iaps	4220	8.02	7.17
459.914	1.973	459.843	2.000	ex_stim	iaps	2795	3.92	4.7
465.439	2.009	465.397	2.000	in_stim	iaps	9000	2.55	4.06
467.448	1.994	467.397	2.000	in_prep	n/a	n/a	n/a	n/a
469.442	8.004	469.397	8.000	in_feel	n/a	n/a	n/a	n/a
479.723	2.001	479.671	2.000	in_stim	iaps	4470	5.87	4.81
481.724	2.001	481.671	2.000	in_prep	n/a	n/a	n/a	n/a
483.725	7.987	483.671	8.000	in_feel	n/a	n/a	n/a	n/a
496.059	2.000	496.026	2.000	ex_stim	iaps	7480	7.08	4.55
502.717	2.002	502.690	2.000	ex_stim	iaps	7224	4.45	2.81
507.823	1.967	507.765	2.000	ex_stim	iaps	1810	6.52	4.45
514.351	2.003	514.298	2.000	ex_stim	iaps	9390	3.67	4.14
521.435	2.015	521.400	2.000	ex_stim	iaps	8030	7.33	7.35
