onset	duration	trial_type	fb_valence	fb_arousal
0.002	42.000	rest	n/a	n/a
42.002	3.999	fb_a_neg	0.000	0.000
46.001	9.999	feel	n/a	n/a
56.000	4.000	fb_a_neg	0.089	0.469
60.000	10.002	feel	n/a	n/a
70.002	3.999	fb_a_neg	-0.006	-0.817
74.001	10.000	feel	n/a	n/a
84.001	4.000	fb_a_neg	-0.003	-0.831
88.001	9.999	feel	n/a	n/a
98.000	4.002	fb_a_neg	0.443	-0.814
102.002	9.998	rest	n/a	n/a
112.000	4.001	fb_v_pos	0.000	0.000
116.001	10.001	feel	n/a	n/a
126.002	3.998	fb_v_pos	-0.006	0.580
130.000	10.001	feel	n/a	n/a
140.001	4.001	fb_v_pos	-0.277	0.634
144.002	9.999	feel	n/a	n/a
154.001	4.001	fb_v_pos	0.217	0.143
158.002	9.999	feel	n/a	n/a
168.001	4.001	fb_v_pos	0.566	0.660
172.002	9.998	rest	n/a	n/a
182.000	4.000	fb_a_pos	0.000	0.000
186.000	10.002	feel	n/a	n/a
196.002	4.000	fb_a_pos	0.174	0.240
200.002	10.000	feel	n/a	n/a
210.002	3.998	fb_a_pos	0.243	0.114
214.000	10.001	feel	n/a	n/a
224.001	3.999	fb_a_pos	0.394	-0.529
228.000	10.001	feel	n/a	n/a
238.001	4.001	fb_a_pos	-0.560	0.660
242.002	9.999	rest	n/a	n/a
252.001	4.001	fb_v_neg	0.000	0.000
256.002	9.998	feel	n/a	n/a
266.000	4.000	fb_v_neg	-0.597	0.183
270.000	10.001	feel	n/a	n/a
280.001	4.000	fb_v_neg	-0.294	-0.071
284.001	10.000	feel	n/a	n/a
294.001	4.000	fb_v_neg	-0.134	0.240
298.001	10.000	feel	n/a	n/a
308.001	3.999	fb_v_neg	-0.517	0.374
312.000	10.001	rest	n/a	n/a
322.001	4.000	fb_v_pos	0.000	0.000
326.001	10.000	feel	n/a	n/a
336.001	4.000	fb_v_pos	0.246	0.009
340.001	10.000	feel	n/a	n/a
350.001	4.000	fb_v_pos	0.046	-0.151
354.001	10.001	feel	n/a	n/a
364.002	3.999	fb_v_pos	0.217	-0.157
368.001	9.999	feel	n/a	n/a
378.000	4.000	fb_v_pos	0.463	-0.146
382.000	10.001	rest	n/a	n/a
392.001	4.000	fb_a_pos	0.000	0.000
396.001	10.001	feel	n/a	n/a
406.002	4.001	fb_a_pos	0.931	-0.131
410.003	9.998	feel	n/a	n/a
420.001	4.000	fb_a_pos	0.537	0.134
424.001	10.001	feel	n/a	n/a
434.002	3.998	fb_a_pos	0.297	0.331
438.000	10.001	feel	n/a	n/a
448.001	4.000	fb_a_pos	0.294	0.671
452.001	10.000	rest	n/a	n/a
462.001	3.999	fb_a_neg	0.000	0.000
466.000	10.001	feel	n/a	n/a
476.001	4.000	fb_a_neg	0.463	0.086
480.001	10.001	feel	n/a	n/a
490.002	4.000	fb_a_neg	0.280	-0.160
494.002	9.998	feel	n/a	n/a
504.000	4.002	fb_a_neg	0.057	-0.794
508.002	9.998	feel	n/a	n/a
518.000	4.001	fb_a_neg	-0.031	-0.563
522.001	10.001	rest	n/a	n/a
532.002	3.999	fb_v_neg	0.000	0.000
536.001	10.001	feel	n/a	n/a
546.002	4.000	fb_v_neg	0.074	-0.351
550.002	10.000	feel	n/a	n/a
560.002	4.000	fb_v_neg	-0.157	0.171
564.002	10.000	feel	n/a	n/a
574.002	3.998	fb_v_neg	-0.069	0.251
578.000	10.002	feel	n/a	n/a
588.002	3.998	fb_v_neg	-0.514	0.003
592.000	28.000	finish	n/a	n/a
