onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.014	2.003	12.000	2.000	in_stim	iaps	5510	5.15	2.82
14.017	2.001	14.000	2.000	in_prep	n/a	n/a	n/a	n/a
16.018	8.009	16.000	8.000	in_feel	n/a	n/a	n/a	n/a
26.410	2.003	26.404	2.000	ex_stim	iaps	4598	6.33	5.53
31.622	2.001	31.615	2.000	ex_stim	iaps	2040	8.17	4.64
36.143	2.001	36.117	2.000	in_stim	iaps	8033	6.66	5.01
38.144	1.972	38.117	2.000	in_prep	n/a	n/a	n/a	n/a
40.116	8.019	40.117	8.000	in_feel	n/a	n/a	n/a	n/a
52.141	2.001	52.116	2.000	in_stim	iaps	7283	5.5	3.81
54.142	1.970	54.116	2.000	in_prep	n/a	n/a	n/a	n/a
56.112	8.004	56.116	8.000	in_feel	n/a	n/a	n/a	n/a
69.194	1.969	69.162	2.000	ex_stim	iaps	7492	7.41	4.91
75.857	2.003	75.828	2.000	ex_stim	iaps	5950	5.99	6.79
82.346	2.000	82.314	2.000	ex_stim	iaps	4597	6.95	5.91
87.109	2.001	87.072	2.000	ex_stim	iaps	5010	7.14	3
92.802	2.001	92.767	2.000	ex_stim	iaps	2095	1.79	5.25
100.609	2.013	100.586	2.000	ex_stim	iaps	8158	6.53	6.49
105.143	2.001	105.126	2.000	in_stim	iaps	3063	1.49	6.35
107.144	2.003	107.126	2.000	in_prep	n/a	n/a	n/a	n/a
109.147	8.008	109.126	8.000	in_feel	n/a	n/a	n/a	n/a
121.390	1.984	121.364	2.000	ex_stim	iaps	2217	6.24	4.08
125.582	2.001	125.555	2.000	in_stim	iaps	9322	2.24	5.73
127.583	1.984	127.555	2.000	in_prep	n/a	n/a	n/a	n/a
129.567	8.009	129.555	8.000	in_feel	n/a	n/a	n/a	n/a
140.371	2.001	140.337	2.000	ex_stim	iaps	2352	6.94	4.99
146.374	2.001	146.371	2.000	ex_stim	iaps	8190	8.1	6.28
152.085	2.000	152.067	2.000	ex_stim	iaps	1301	3.7	5.77
159.793	2.002	159.784	2.000	ex_stim	iaps	9415	2.82	4.91
166.224	2.003	166.213	2.000	ex_stim	iaps	9184	2.47	5.75
171.746	2.003	171.736	2.000	ex_stim	iaps	5760	8.05	3.22
175.996	2.003	175.971	2.000	ex_stim	iaps	1620	7.37	3.54
182.175	2.003	182.144	2.000	ex_stim	iaps	5833	8.22	5.71
188.288	1.975	188.249	2.000	ex_stim	iaps	6550	2.73	7.09
195.854	2.002	195.835	2.000	ex_stim	iaps	5395	5.34	4.23
202.793	2.002	202.775	2.000	ex_stim	iaps	8200	7.54	6.35
209.213	1.967	209.164	2.000	ex_stim	iaps	3102	1.4	6.58
216.634	1.969	216.586	2.000	ex_stim	iaps	6563	1.77	6.85
221.033	1.984	220.992	2.000	in_stim	iaps	7010	4.94	1.76
223.017	2.003	222.992	2.000	in_prep	n/a	n/a	n/a	n/a
225.020	8.005	224.992	8.000	in_feel	n/a	n/a	n/a	n/a
237.237	2.002	237.216	2.000	ex_stim	iaps	2222	7.11	4.08
242.449	2.001	242.427	2.000	in_stim	iaps	8341	6.25	6.4
244.450	2.001	244.427	2.000	in_prep	n/a	n/a	n/a	n/a
246.451	8.020	246.427	8.000	in_feel	n/a	n/a	n/a	n/a
260.201	2.003	260.175	2.000	ex_stim	iaps	9220	2.06	4
265.898	2.002	265.853	2.000	in_stim	iaps	9145	3.2	5.05
267.900	2.003	267.853	2.000	in_prep	n/a	n/a	n/a	n/a
269.903	7.974	269.853	8.000	in_feel	n/a	n/a	n/a	n/a
279.999	1.971	279.955	2.000	ex_stim	iaps	4490	6.27	6.06
284.910	2.003	284.898	2.000	in_stim	iaps	9402	4.48	5.07
286.913	2.002	286.898	2.000	in_prep	n/a	n/a	n/a	n/a
288.915	8.005	288.898	8.000	in_feel	n/a	n/a	n/a	n/a
